Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood
35,train,1.275561217,GasA,4,1Story,1,3,Lvl,Gtl,-0.387038169,Inside,-0.287413293,Reg,0,120,RL,246,BrkFace,none,0,8,NridgHt
36,train,1.544730927,GasA,4,2Story,1,2,Lvl,Gtl,0.803127297,Inside,1.463817134,Reg,0,60,RL,132,Stone,none,0,9,NridgHt
37,train,-0.34938347,GasA,4,1Story,1,1,Lvl,Gtl,0.388191779,Corner,1.572169583,Reg,0,20,RL,0,None,none,0,6,CollgCr
38,train,-0.214938789,GasA,3,1Story,1,1,Lvl,Gtl,-0.084723268,Inside,0.337420506,Reg,0,20,RL,650,BrkFace,none,0,10,NAmes
39,train,-1.063827143,GasA,2,1Story,1,2,Lvl,Gtl,-0.230184245,Inside,0.085493269,Reg,0,20,RL,0,None,none,0,1,NAmes
40,train,-1.776375156,GasA,2,1Story,2,0,Lvl,Gtl,-0.762062595,Inside,-0.048936931,Reg,0,90,RL,0,None,none,0,6,Edwards
41,train,-0.102945587,GasA,4,1Story,1,1,Lvl,Gtl,-0.055976335,Inside,0.715059975,Reg,0,20,RL,101,BrkFace,none,0,12,NAmes
42,train,0.048823942,GasA,3,1Story,1,1,Lvl,Gtl,1.256123196,Inside,1.650923878,Reg,0,20,RL,0,None,none,0,7,Timber
43,train,-0.366708318,GasA,3,SFoyer,1,2,Lvl,Gtl,0.058822487,CulDSac,0.041353736,IR1,0,85,RL,0,None,none,0,12,SawyerW
44,train,-0.617946644,GasA,2,1Story,1,1,Lvl,Gtl,0.063089989,CulDSac,0.171857693,IR1,0,20,RL,0,None,none,0,7,CollgCr
45,train,-0.419414065,GasA,4,1Story,1,1,Lvl,Gtl,-0.224499351,Inside,0.171857693,Reg,0,20,RL,0,None,none,0,5,NAmes
46,train,1.631517779,GasA,4,1Story,1,3,Lvl,Gtl,-0.296645283,Inside,-0.238166485,Reg,0,120,RL,412,BrkFace,none,0,2,NridgHt
47,train,0.908830676,GasA,4,1.5Fin,1,2,Lvl,Gtl,0.714033759,CulDSac,-0.952239155,IR1,0,50,RL,0,None,none,0,8,Mitchel
48,train,1.011297248,GasA,4,1Story,1,2,Lvl,Gtl,0.430528854,Inside,0.715059975,Reg,0,20,FV,0,None,none,0,7,Somerst
49,train,-0.973603666,GasA,3,2Story,3,1,Lvl,Gtl,-1.358480237,Inside,-2.068587328,Reg,0,190,RM,0,None,none,0,6,OldTown
50,train,-0.681204814,GasA,4,1Story,1,1,Lvl,Gtl,-0.275253256,Inside,-0.003449574,Reg,0,20,RL,0,None,none,0,1,Sawyer
51,train,0.149840607,GasA,3,2Story,1,1,Lvl,Gtl,0.867953319,Corner,-0.095129546,IR2,0,60,RL,0,None,none,0,7,Gilbert
52,train,-0.940590917,GasA,2,1.5Fin,1,1,Lvl,Gtl,-0.698183448,Inside,-0.713762794,Reg,360,50,RM,0,None,Shed,400,9,BrkSide
53,train,-1.040964605,GasA,2,1Story,1,1,Bnk,Mod,-0.098561832,Corner,1.518485897,IR2,0,90,RM,0,None,none,0,5,IDOTRR
54,train,2.09524045,GasA,3,1Story,1,2,Low,Gtl,3.393167011,Inside,0.085493269,IR1,0,20,RL,0,None,none,0,11,Veenker
55,train,-0.62275631,GasA,2,SLvl,1,1,Bnk,Mod,-0.435632618,Inside,-0.287413293,Reg,0,80,RL,0,None,none,0,2,NAmes
56,train,0.198860393,GasA,3,1Story,1,1,Lvl,Gtl,0.260613582,Inside,1.234522179,IR1,0,20,RL,272,BrkFace,none,0,7,NAmes
57,train,0.085371022,GasA,4,2Story,1,2,Lvl,Gtl,-2.381255869,Inside,-3.017376908,Reg,0,160,FV,456,BrkFace,none,0,8,Somerst
58,train,0.411480887,GasA,4,2Story,1,2,Lvl,Gtl,0.525225861,Corner,0.887325522,IR1,0,60,RL,0,None,none,0,8,CollgCr
59,train,2.422576043,GasA,4,2Story,1,2,HLS,Gtl,0.841333814,CulDSac,-0.003449574,IR2,0,60,RL,1031,BrkFace,none,0,10,StoneBr
60,train,-0.722946187,GasA,4,1Story,1,1,Bnk,Gtl,-0.417574658,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,1,CollgCr
61,train,-0.134435694,GasA,4,1Story,1,2,Lvl,Gtl,0.751899236,Inside,-0.142049634,Reg,0,20,RL,0,None,none,0,5,SawyerW
62,train,-1.254657057,GasA,2,2.5Unf,1,0,Lvl,Gtl,-0.417574658,Inside,-0.287413293,Reg,0,75,RM,0,None,none,0,3,IDOTRR
63,train,0.486777707,GasA,4,1Story,1,2,Lvl,Gtl,-0.635710871,Inside,-1.211477719,IR1,0,120,RL,178,Stone,none,0,10,NridgHt
64,train,-0.437232151,GasA,3,2Story,1,1,Bnk,Gtl,0.284556693,Inside,-0.830615574,IR1,0,70,RM,0,None,none,0,4,OldTown
65,train,0.688585114,GasA,4,2Story,1,2,Lvl,Gtl,0.100039709,Inside,0.171857693,Reg,0,60,RL,573,BrkFace,none,0,2,CollgCr
66,train,1.608719855,GasA,4,2Story,1,2,Lvl,Gtl,0.144706613,Inside,0.416874922,Reg,0,60,RL,344,BrkFace,none,0,10,NridgHt
67,train,0.19191606,GasA,2,1Story,1,1,Lvl,Gtl,1.575968848,Inside,0.296884317,Reg,0,20,RL,287,BrkFace,none,0,7,NAmes
68,train,0.761642143,GasA,4,1Story,1,2,Lvl,Gtl,0.35284258,Inside,0.255788989,IR1,0,20,RL,167,BrkFace,none,0,6,CollgCr
69,train,-1.838191396,GasA,2,1Story,1,1,Lvl,Gtl,-1.292706355,Corner,-1.014964924,Reg,0,30,RM,0,None,none,0,6,OldTown
70,train,0.750540438,GasW,2,1.5Fin,1,1,Lvl,Gtl,1.097705975,Corner,0.606707525,Reg,0,50,RL,0,None,none,0,7,ClearCr
71,train,0.953488101,GasA,4,1Story,1,1,Lvl,Gtl,0.836885825,Inside,1.081700784,IR1,0,20,RL,1115,BrkFace,none,0,2,NAmes
72,train,-0.632403453,GasA,2,1Story,1,1,Lvl,Gtl,-0.31181139,Corner,0.128988406,Reg,0,20,RL,0,None,none,0,6,Mitchel
73,train,0.260507488,GasA,3,2Story,1,1,Lvl,Gtl,0.254050162,Corner,0.337420506,IR1,0,60,RL,40,BrkFace,none,0,12,Gilbert
74,train,-0.351110569,GasA,3,1Story,1,1,Lvl,Gtl,0.265425649,Inside,0.750319132,Reg,0,20,RL,104,BrkFace,none,0,5,NAmes
75,train,-1.100847123,GasA,3,2Story,2,1,Lvl,Gtl,-0.844953905,Corner,-0.287413293,Reg,0,50,RM,0,None,none,0,5,OldTown
76,train,-1.515667252,GasA,2,SLvl,1,1,Lvl,Gtl,-3.371853115,Inside,-3.415215532,Reg,0,180,RM,0,None,none,0,11,MeadowV
77,train,-0.514406565,GasA,4,1Story,1,1,Lvl,Gtl,-0.09786758,Inside,0.296884317,IR1,0,20,RL,0,None,none,0,4,NAmes
78,train,-0.681204814,GasA,2,1.5Fin,1,1,Lvl,Gtl,-0.061192446,Inside,-0.830615574,Reg,0,50,RM,0,None,none,0,1,BrkSide
79,train,-0.500613524,GasA,2,1Story,2,1,Lvl,Gtl,0.373509987,Inside,0.255788989,Reg,0,90,RL,0,None,none,0,4,Sawyer
80,train,-1.040964605,GasA,3,2Story,1,1,Lvl,Gtl,0.311030412,Corner,-0.287413293,Reg,0,50,RM,0,None,none,0,5,OldTown
81,train,0.372965812,GasA,2,2Story,1,2,Lvl,Gtl,0.741068741,Corner,1.234522179,Reg,0,60,RL,576,BrkFace,none,0,6,NAmes
82,train,-0.206770982,GasA,4,1Story,1,1,Lvl,Gtl,-1.339212481,FR2,-2.1602673,Reg,0,120,RM,443,BrkFace,none,0,3,Mitchel
83,train,0.963727095,GasA,4,1Story,1,2,Lvl,Gtl,0.266578791,Inside,0.494265351,Reg,0,20,RL,468,Stone,none,0,10,Somerst
84,train,-0.691080293,GasA,3,1Story,1,1,Lvl,Gtl,-0.003682132,Inside,0.569696316,IR1,0,20,RL,66,BrkCmn,none,0,7,NAmes
85,train,0.02663682,GasA,3,SLvl,1,1,Lvl,Gtl,-0.085182984,Inside,-0.095129546,IR1,0,80,RL,22,BrkFace,Shed,700,5,Gilbert
86,train,1.112489499,GasA,4,2Story,1,2,Lvl,Gtl,1.155449755,Corner,1.802449615,Reg,0,60,RL,284,BrkFace,none,0,4,NoRidge
87,train,0.107045881,GasA,4,2Story,1,2,Lvl,Gtl,0.56951402,Inside,1.826971268,IR2,0,60,RL,0,None,none,0,3,Gilbert
88,train,-0.033508548,GasA,4,2Story,1,2,Lvl,Gtl,-1.594344735,Corner,-1.495441437,Reg,0,160,FV,76,Stone,none,0,6,Somerst
89,train,-1.686421867,GasA,2,1.5Fin,1,0,Lvl,Gtl,-0.099024804,Corner,1.379885837,IR1,513,50,C (all),0,None,none,0,10,IDOTRR
90,train,-0.74913926,GasA,4,1Story,1,1,Lvl,Gtl,-0.193888108,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,8,CollgCr
91,train,-1.043241486,GasA,2,1Story,1,1,Lvl,Gtl,-0.417574658,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,7,NAmes
92,train,-1.314862696,GasA,2,1Story,1,1,Lvl,Gtl,-0.09209168,Inside,0.750319132,Reg,0,20,RL,203,BrkCmn,none,0,12,NAmes
93,train,-0.048773415,GasA,4,1Story,1,1,HLS,Gtl,0.794632762,Inside,0.569696316,IR1,0,30,RL,0,None,none,0,8,Crawfor
94,train,-0.548757903,GasW,4,2.5Unf,2,1,Lvl,Gtl,-0.417574658,Corner,-0.287413293,Reg,0,190,C (all),0,None,none,0,11,OldTown
95,train,0.514440204,GasA,4,2Story,1,2,Lvl,Gtl,0.092075309,Inside,0.128988406,IR1,0,60,RL,0,None,none,0,5,CollgCr
96,train,0.260507488,GasA,3,2Story,1,1,Lvl,Gtl,0.179962724,Corner,-0.095129546,IR2,0,60,RL,68,BrkFace,Shed,480,4,Gilbert
97,train,0.625057517,GasA,4,1Story,1,2,Lvl,Gtl,0.277690999,Inside,0.494265351,IR1,0,20,RL,183,BrkFace,none,0,8,CollgCr
98,train,-1.414572876,GasA,2,1Story,1,1,HLS,Gtl,0.399355888,Inside,0.296884317,Reg,0,20,RL,48,BrkFace,none,0,5,Edwards
99,train,-1.746030172,GasA,1,1Story,1,1,Lvl,Gtl,0.345474168,Corner,0.750319132,Reg,0,30,RL,0,None,Shed,400,5,Edwards
100,train,-0.643058426,GasA,1,1Story,1,1,Lvl,Gtl,0.088501788,Inside,0.455821411,IR1,0,20,RL,0,None,Shed,400,1,NAmes
101,train,0.517495031,GasA,3,1Story,1,2,Lvl,Gtl,0.341409708,Inside,0.569696316,IR1,0,20,RL,28,BrkFace,none,0,2,NWAmes
102,train,0.163944478,GasA,2,2Story,1,2,Lvl,Gtl,0.064368431,Inside,0.455821411,Reg,0,60,RL,336,BrkFace,none,0,6,SawyerW
103,train,-0.844844455,GasA,2,1Story,2,1,Bnk,Gtl,-0.467779508,Inside,-0.095129546,Reg,0,90,RL,0,None,none,0,6,SawyerW
104,train,0.441871919,GasA,4,1Story,1,2,Lvl,Gtl,0.303879955,Corner,1.050172829,IR1,0,20,RL,0,None,none,0,5,CollgCr
105,train,0.041450062,GasA,4,1.5Fin,1,1,Lvl,Gtl,-0.271204911,Corner,-0.287413293,Reg,0,50,RM,600,BrkFace,none,0,6,IDOTRR
106,train,1.014303169,GasA,4,2Story,1,2,Lvl,Gtl,0.100039709,Inside,0.37741257,Reg,0,60,FV,768,BrkFace,none,0,8,Somerst
107,train,-1.279567019,GasA,3,1Story,1,1,Lvl,Gtl,0.37750852,Inside,-0.287413293,Reg,0,30,RM,0,None,Shed,450,8,OldTown
108,train,-0.929682706,GasA,4,1Story,1,1,Lvl,Gtl,-0.775091988,Inside,-0.830615574,Reg,0,20,RM,0,None,none,0,4,OldTown
109,train,-0.929682706,GasW,2,1.5Fin,1,0,Lvl,Gtl,-0.09209168,Corner,0.750319132,Reg,0,50,RM,0,None,none,0,8,IDOTRR
110,train,0.327269592,GasA,4,1Story,1,1,Lvl,Gtl,0.542994587,Inside,1.379885837,IR1,0,20,RL,480,BrkFace,none,0,1,NWAmes
111,train,-0.493288192,GasA,3,1.5Fin,1,1,Lvl,Gtl,0.131166019,Inside,0.37741257,Reg,0,50,RL,0,None,none,0,10,Edwards
112,train,0.19191606,GasA,4,SLvl,1,1,Lvl,Gtl,-0.273228038,Inside,-0.095129546,IR1,0,80,RL,0,None,none,0,4,Gilbert
113,train,2.088533985,GasA,4,2Story,1,3,Lvl,Gtl,0.219719107,Inside,0.455821411,Reg,0,60,RL,220,Stone,none,0,10,CollgCr
114,train,0.659908621,GasA,2,1Story,1,2,Bnk,Gtl,1.681471457,Corner,0.171857693,Reg,0,20,RL,184,BrkFace,none,0,10,Crawfor
115,train,1.107670575,GasA,4,2Story,1,2,Lvl,Mod,-0.401571517,Inside,-0.238166485,IR1,0,70,RL,0,None,none,0,7,Crawfor
116,train,0.135656827,GasA,3,2Story,1,1,Lvl,Gtl,-1.989443062,Corner,-1.979644484,Reg,0,160,FV,1129,BrkFace,none,0,6,Somerst
117,train,-0.455177966,GasA,2,1Story,1,1,Lvl,Gtl,0.520336423,Inside,0.255788989,Reg,0,20,RL,116,BrkFace,none,0,9,Sawyer
118,train,-0.182426247,GasA,3,1Story,1,1,Lvl,Gtl,-0.08380416,Corner,0.337420506,Reg,0,20,RL,0,None,none,0,4,Edwards
119,train,1.632300223,GasA,3,2Story,1,2,Lvl,Gtl,0.644610784,Corner,0.920614852,Reg,0,60,RL,0,None,none,0,5,SawyerW
120,train,-0.041281999,GasA,4,2Story,1,2,Lvl,Gtl,-0.10110953,Inside,-0.048936931,Reg,0,60,RL,0,None,none,0,7,CollgCr
121,train,0.19191606,GasA,4,SLvl,1,1,Low,Sev,1.723321448,CulDSac,0.588259392,IR1,0,80,RL,0,None,none,0,10,ClearCr
122,train,-1.279567019,GasA,3,1.5Fin,1,1,Lvl,Gtl,-0.755580221,Inside,-0.830615574,Reg,0,50,RM,0,None,none,0,6,IDOTRR
123,train,-0.509800435,GasA,3,1Story,1,1,Lvl,Gtl,0.118567535,Corner,0.37741257,Reg,0,20,RL,135,BrkFace,none,0,6,NAmes
124,train,-0.20025587,GasA,4,1Story,1,2,Lvl,Gtl,-0.23762418,Inside,-0.546651856,Reg,0,120,RL,0,None,none,0,3,SawyerW
125,train,0.205785517,GasA,2,1Story,1,1,Lvl,Gtl,1.272065693,CulDSac,-0.952239155,IR1,0,20,RL,0,None,none,0,1,NWAmes
126,train,-1.701191412,GasA,3,1.5Fin,1,1,Lvl,Gtl,-0.535433428,Inside,-0.287413293,Reg,234,190,RM,0,None,none,0,6,IDOTRR
127,train,-0.661569964,GasA,2,1Story,1,1,Lvl,Gtl,-1.161051795,Inside,-3.017376908,IR1,0,120,RL,0,None,none,0,2,NPkVill
128,train,-1.628199929,GasA,4,1.5Unf,1,1,Bnk,Gtl,-1.388635132,Inside,-0.546651856,IR1,0,45,RM,0,None,none,0,6,OldTown
129,train,-0.182426247,GasA,2,2Story,1,1,Lvl,Gtl,-0.314135209,Inside,0.128988406,Reg,0,60,RL,266,BrkFace,none,0,7,NAmes
130,train,-0.26451329,GasA,2,1Story,1,3,Lvl,Gtl,0.014099599,Inside,0.128988406,Reg,0,20,RL,85,BrkFace,none,0,7,NAmes
131,train,0.761642143,GasA,4,2Story,1,2,Lvl,Gtl,0.914203162,Corner,0.853660034,Reg,0,60,RL,309,BrkFace,none,0,5,NAmes
132,train,0.953488101,GasA,4,2Story,1,2,Lvl,Gtl,0.620378013,Corner,-0.095129546,IR1,0,60,RL,40,BrkFace,none,0,7,Gilbert
133,train,-0.252027327,GasA,3,1Story,1,2,Lvl,Gtl,-0.367030006,Corner,0.37741257,Reg,0,20,RL,0,None,none,0,7,NAmes
134,train,0.694281204,GasA,4,1Story,1,2,Lvl,Gtl,-0.514433169,Inside,0.643264597,IR1,0,20,RL,136,BrkFace,none,0,6,Timber
135,train,0.19191606,GasA,3,1Story,1,1,Lvl,Gtl,0.291208705,Inside,0.494265351,IR1,0,20,RL,0,None,none,0,7,Sawyer
136,train,0.107045881,GasA,3,1Story,1,1,Lvl,Gtl,0.303502892,Inside,0.569696316,Reg,0,20,RL,288,BrkFace,none,0,5,NWAmes
137,train,-0.384153897,GasA,2,1Story,1,1,Lvl,Gtl,0.294999749,Corner,0.296884317,IR1,0,20,RL,196,BrkFace,none,0,7,NAmes
138,train,0.063506861,GasA,3,1Story,2,1,Lvl,Gtl,0.425928669,Inside,0.643264597,Reg,0,90,RL,70,BrkFace,none,0,7,Mitchel
139,train,0.805563104,GasA,4,2Story,1,2,Lvl,Gtl,0.034318773,Inside,0.296884317,IR1,0,60,RL,320,BrkFace,none,0,12,CollgCr
140,train,0.821836816,GasA,4,2Story,1,2,Lvl,Gtl,1.076591419,Inside,-0.048936931,IR1,0,60,RL,0,None,none,0,8,CollgCr
141,train,-0.929682706,GasA,2,1Story,1,1,Lvl,Gtl,0.322267786,FR2,0.171857693,Reg,0,20,RL,0,None,none,0,4,NAmes
142,train,1.112489499,GasA,4,1Story,1,2,Lvl,Gtl,0.525225861,Inside,0.494265351,Reg,0,20,RL,0,None,none,0,1,CollgCr
143,train,-0.010784363,GasA,1,1.5Fin,1,1,Lvl,Gtl,-0.087483179,Corner,0.214118884,Reg,0,50,RL,0,None,none,0,6,NAmes
144,train,0.505253293,GasA,4,1Story,1,2,Lvl,Gtl,0.291208705,Inside,0.494265351,IR1,0,20,RL,183,BrkFace,none,0,6,CollgCr
145,train,-0.720942641,GasA,2,1Story,2,1,Lvl,Gtl,0.041658995,Inside,0.171857693,Reg,0,90,RM,336,BrkFace,none,0,11,Sawyer
146,train,-0.62275631,GasA,4,2Story,1,2,Lvl,Gtl,-2.474632409,Inside,-3.017376908,Reg,0,160,RM,50,Stone,none,0,4,Edwards
147,train,-1.157424232,GasA,2,1Story,1,1,Lvl,Gtl,-0.736260691,Corner,-0.77161634,Reg,0,30,RM,0,None,none,0,11,BrkSide
148,train,0.722568856,GasA,4,2Story,1,2,Lvl,Gtl,0.127044281,CulDSac,-0.095129546,IR1,0,60,RL,180,BrkFace,none,0,5,Gilbert
149,train,-0.419414065,GasA,4,1Story,1,2,Lvl,Gtl,-0.33752614,Inside,-0.142049634,Reg,0,20,RL,120,BrkFace,none,0,4,SawyerW
150,train,-0.929682706,GasA,3,1.5Fin,1,1,Lvl,Gtl,-0.698183448,Inside,-0.77161634,Reg,0,50,RM,0,None,none,0,4,BrkSide
151,train,-0.781757709,GasA,2,1Story,1,1,Lvl,Gtl,0.295189108,Corner,1.777724461,Reg,0,20,RL,0,None,none,0,1,CollgCr
152,train,2.011952773,GasA,4,1Story,1,2,Lvl,Gtl,0.871061401,Inside,1.43610192,Reg,0,20,RL,436,Stone,none,0,1,NridgHt
153,train,0.327269592,GasA,3,2Story,1,1,Lvl,Gtl,0.995753553,CulDSac,0.569696316,IR1,0,60,RL,252,BrkFace,none,0,6,NWAmes
154,train,0.859402394,GasA,3,1Story,1,1,Lvl,Gtl,0.815074369,Inside,0.588259392,Reg,0,20,RL,0,None,none,0,3,ClearCr
155,train,-0.720942641,GasA,2,1Story,1,1,Lvl,Gtl,0.473181953,Corner,0.715059975,Reg,0,30,RM,0,None,none,0,3,OldTown
156,train,-1.869681504,Grav,1,1.5Fin,1,1,Lvl,Gtl,0.146545835,Corner,-0.287413293,Reg,0,50,RL,0,None,none,0,4,Edwards
157,train,-1.052369775,GasA,2,1Story,1,1,Lvl,Gtl,-0.417574658,Inside,-0.287413293,Reg,0,20,RL,0,None,none,0,6,NAmes
158,train,1.202329508,GasA,4,2Story,1,3,Lvl,Gtl,0.584601851,Corner,0.986098015,Reg,0,60,RL,84,BrkFace,none,0,5,Timber
159,train,1.06289574,GasA,4,2Story,1,2,Lvl,Gtl,0.672300693,Corner,1.234522179,Reg,0,60,FV,0,None,none,0,5,Somerst
160,train,1.632300223,GasA,4,2Story,1,2,HLS,Gtl,1.523845083,Corner,2.106491489,IR1,0,60,RL,456,BrkFace,none,0,3,Gilbert
161,train,-0.064131933,GasA,2,1Story,1,1,Lvl,Gtl,0.434765622,CulDSac,0.569696316,IR1,0,20,RL,0,None,none,0,6,Veenker
162,train,2.26795931,GasA,4,2Story,1,3,Lvl,Gtl,0.842193551,Inside,1.518485897,IR1,0,60,RL,664,BrkFace,none,0,3,NridgHt
163,train,0.694281204,GasA,4,1Story,1,2,Lvl,Gtl,0.61362897,Corner,1.081700784,Reg,0,20,RL,226,BrkFace,none,0,5,NridgHt
164,train,-1.200712294,GasA,4,1.5Unf,1,1,Lvl,Gtl,-0.945714024,Inside,-0.546651856,Reg,0,45,RL,0,None,none,0,4,OldTown
165,train,-0.231354785,GasA,3,1Story,1,2,Lvl,Gtl,-0.981695151,Corner,-1.495441437,Reg,0,40,RM,0,None,none,0,10,OldTown
166,train,-0.671368139,GasA,3,1.5Fin,2,1,Lvl,Gtl,0.247270675,Inside,-0.189720475,Reg,0,190,RL,0,None,none,0,9,Edwards
167,train,0.327269592,GasA,4,1Story,1,1,Lvl,Gtl,0.360732864,Inside,0.588259392,IR1,0,20,RL,0,None,none,0,11,ClearCr
168,train,1.675915855,GasA,4,2Story,1,3,Lvl,Gtl,0.333812479,Inside,0.785165891,Reg,0,60,RL,300,Stone,none,0,11,NridgHt
169,train,0.240126666,GasA,4,2Story,1,2,Lvl,Gtl,-0.152057485,Inside,-0.189720475,IR1,0,60,RL,0,None,none,0,5,Gilbert
170,train,0.783698943,GasA,2,1Story,1,1,Lvl,Gtl,1.228555203,Corner,0.643264597,IR1,0,20,RL,653,BrkFace,none,0,1,Timber
171,train,-0.651809989,GasA,2,1.5Fin,1,1,Lvl,Gtl,0.641756697,Inside,-0.287413293,IR1,528,50,RM,0,None,none,0,5,OldTown
