Id,source,SalePrice,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical
34,train,165500,1700,0,0,NA,4,1Fam,TA,No,1018,0,Rec,Unf,0,1,TA,380,Y,Norm,Norm,SBrkr
35,train,277500,1561,0,0,NA,2,TwnhsE,TA,No,1153,0,GLQ,Unf,1,0,Ex,408,Y,Norm,Norm,SBrkr
36,train,309000,1132,1320,0,NA,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1117,Y,Norm,Norm,SBrkr
37,train,145000,1097,0,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1097,Y,Norm,Norm,SBrkr
38,train,153000,1297,0,0,NA,3,1Fam,TA,No,1213,0,Rec,Unf,0,1,TA,84,Y,Norm,Norm,SBrkr
39,train,109000,1057,0,0,NA,3,1Fam,TA,No,731,0,GLQ,Unf,1,0,TA,326,Y,Norm,Norm,SBrkr
40,train,82000,1152,0,0,NA,2,Duplex,NA,NA,0,0,NA,NA,0,0,NA,0,N,Norm,Norm,FuseP
41,train,160000,1324,0,0,NA,3,1Fam,TA,No,643,0,Rec,Unf,0,0,TA,445,Y,Norm,Norm,SBrkr
42,train,170000,1328,0,0,NA,2,1Fam,TA,Gd,967,0,BLQ,Unf,0,1,TA,383,Y,Norm,Norm,SBrkr
43,train,144000,884,0,0,NA,2,1Fam,TA,Av,747,93,ALQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr
44,train,130250,938,0,0,NA,3,1Fam,TA,Av,280,491,LwQ,BLQ,1,0,Gd,167,Y,Norm,Norm,SBrkr
45,train,141000,1150,0,0,NA,3,1Fam,TA,No,179,506,ALQ,BLQ,1,0,TA,465,Y,Norm,Norm,FuseA
46,train,319900,1752,0,0,NA,2,TwnhsE,TA,No,456,0,GLQ,Unf,1,0,Ex,1296,Y,Norm,Norm,SBrkr
47,train,239686,1518,631,0,NA,1,1Fam,TA,No,1351,0,GLQ,Unf,1,0,Ex,83,Y,Norm,Norm,SBrkr
48,train,249700,1656,0,0,NA,3,1Fam,TA,Av,24,0,GLQ,Unf,0,0,Gd,1632,Y,Norm,Norm,SBrkr
49,train,113000,736,716,0,NA,2,2fmCon,TA,No,0,0,Unf,Unf,0,0,TA,736,Y,Norm,Norm,SBrkr
50,train,127000,955,0,0,NA,3,1Fam,TA,No,763,0,BLQ,Unf,1,0,TA,192,Y,Norm,Norm,SBrkr
51,train,177000,794,676,0,NA,3,1Fam,TA,Av,182,0,GLQ,Unf,0,1,Gd,612,Y,Norm,Norm,SBrkr
52,train,114500,816,0,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,816,Y,Norm,Norm,SBrkr
53,train,110000,816,0,0,NA,2,Duplex,TA,Gd,104,712,LwQ,GLQ,1,0,Gd,0,N,RRNn,Norm,SBrkr
54,train,385000,1842,0,0,NA,0,1Fam,TA,Gd,1810,0,GLQ,Unf,2,0,Ex,32,Y,Norm,Norm,SBrkr
55,train,130000,1360,0,0,NA,3,1Fam,TA,No,384,0,ALQ,Unf,0,0,TA,0,Y,Norm,Norm,SBrkr
56,train,180500,1425,0,407,NA,3,1Fam,TA,No,490,0,BLQ,Unf,0,0,TA,935,Y,Norm,Norm,SBrkr
57,train,172500,983,756,0,Pave,3,Twnhs,TA,No,649,0,GLQ,Unf,1,0,Gd,321,Y,Norm,Norm,SBrkr
58,train,196500,860,860,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,860,Y,Norm,Norm,SBrkr
59,train,438780,1426,1519,0,NA,3,1Fam,TA,Gd,0,0,Unf,Unf,0,0,Ex,1410,Y,Norm,Norm,SBrkr
60,train,124900,780,0,0,NA,2,1Fam,TA,Av,632,0,ALQ,Unf,0,0,TA,148,Y,Norm,Norm,SBrkr
61,train,158000,1158,0,0,NA,3,1Fam,TA,No,941,0,ALQ,Unf,1,0,Gd,217,Y,RRAe,Norm,SBrkr
62,train,101000,581,530,0,NA,3,1Fam,Fa,No,0,0,Unf,Unf,0,0,TA,530,N,Norm,Norm,SBrkr
63,train,202500,1370,0,0,NA,2,TwnhsE,Gd,Mn,24,0,GLQ,Unf,0,0,Gd,1346,Y,Norm,Norm,SBrkr
64,train,140000,902,808,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,576,Y,RRAn,Feedr,SBrkr
65,train,219500,1057,977,0,NA,3,1Fam,TA,No,739,0,GLQ,Unf,1,0,Gd,318,Y,Norm,Norm,SBrkr
66,train,317000,1143,1330,0,NA,4,1Fam,TA,Av,0,0,Unf,Unf,0,0,Ex,1143,Y,Norm,Norm,SBrkr
67,train,180000,2207,0,0,NA,3,1Fam,TA,Gd,912,0,GLQ,Unf,1,0,Gd,1035,Y,PosA,Norm,SBrkr
68,train,226000,1479,0,0,NA,3,1Fam,TA,Av,1013,0,GLQ,Unf,1,0,Gd,440,Y,Norm,Norm,SBrkr
69,train,80000,747,0,0,NA,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,747,Y,Artery,Norm,SBrkr
70,train,225000,1304,983,0,NA,3,1Fam,TA,No,603,0,BLQ,Unf,0,0,TA,701,Y,Norm,Norm,SBrkr
71,train,244000,2223,0,0,NA,3,1Fam,TA,Gd,1880,0,ALQ,Unf,1,0,Gd,343,Y,Norm,Norm,SBrkr
72,train,129500,845,0,0,NA,2,1Fam,TA,No,565,0,ALQ,Unf,1,0,TA,280,Y,Norm,Norm,SBrkr
73,train,185000,885,833,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,832,Y,Norm,Norm,SBrkr
74,train,144900,1086,0,0,NA,3,1Fam,TA,No,320,362,ALQ,BLQ,1,0,TA,404,Y,Norm,Norm,SBrkr
75,train,107400,840,765,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,840,N,Norm,Norm,SBrkr
76,train,91000,526,462,0,NA,2,Twnhs,TA,Gd,462,0,GLQ,Unf,1,0,Gd,0,Y,Norm,Norm,SBrkr
77,train,135750,952,0,0,NA,2,1Fam,TA,No,228,0,ALQ,Unf,0,0,TA,724,Y,Norm,Norm,FuseA
78,train,127000,1072,213,0,NA,2,1Fam,TA,No,336,41,BLQ,GLQ,1,0,TA,295,Y,Norm,Norm,SBrkr
79,train,136500,1768,0,0,NA,4,Duplex,TA,No,0,0,Unf,Unf,0,0,TA,1768,N,Norm,Norm,SBrkr
80,train,110000,682,548,0,Grvl,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,440,Y,Norm,Norm,SBrkr
81,train,193500,1182,960,0,NA,4,1Fam,TA,No,448,0,Rec,Unf,0,0,Gd,448,Y,Norm,Norm,SBrkr
82,train,153500,1337,0,0,NA,2,TwnhsE,Gd,No,1201,0,GLQ,Unf,1,0,Ex,36,Y,Norm,Norm,SBrkr
83,train,245000,1563,0,0,NA,3,1Fam,TA,No,33,0,GLQ,Unf,0,0,Gd,1530,Y,Norm,Norm,SBrkr
84,train,126500,1065,0,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1065,Y,Norm,Norm,SBrkr
85,train,168500,804,670,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,384,Y,Norm,Norm,SBrkr
86,train,260000,1301,1116,0,NA,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1288,Y,Norm,Norm,SBrkr
87,train,174000,684,876,0,NA,3,1Fam,TA,Av,0,0,Unf,Unf,0,0,Gd,684,Y,Norm,Norm,SBrkr
88,train,164500,612,612,0,Pave,2,TwnhsE,TA,Av,0,0,Unf,Unf,0,0,Gd,612,Y,Norm,Norm,SBrkr
89,train,85000,1013,0,0,NA,2,1Fam,Fa,No,0,0,Unf,Unf,0,0,TA,1013,N,Feedr,Feedr,SBrkr
90,train,123600,990,0,0,NA,3,1Fam,TA,No,588,0,GLQ,Unf,1,0,Gd,402,Y,Norm,Norm,SBrkr
91,train,109900,1040,0,0,NA,2,1Fam,NA,NA,0,0,NA,NA,0,0,NA,0,Y,Norm,Norm,FuseA
92,train,98600,1235,0,0,NA,2,1Fam,TA,No,600,0,Rec,Unf,0,0,TA,635,Y,Norm,Norm,SBrkr
93,train,163500,964,0,0,Grvl,2,1Fam,TA,No,713,0,ALQ,Unf,1,0,Gd,163,Y,Norm,Norm,SBrkr
94,train,133900,1260,1031,0,NA,4,2fmCon,Fa,Mn,1046,0,Rec,Unf,0,1,TA,168,N,Norm,Norm,SBrkr
95,train,204750,905,881,0,NA,3,1Fam,TA,No,648,0,GLQ,Unf,1,0,Gd,176,Y,Norm,Norm,SBrkr
96,train,185000,680,790,0,NA,3,1Fam,Gd,No,310,0,ALQ,Unf,0,0,Gd,370,Y,Norm,Norm,SBrkr
97,train,214000,1588,0,0,NA,3,1Fam,TA,Av,1162,0,ALQ,Unf,0,0,Gd,426,Y,Norm,Norm,SBrkr
98,train,94750,960,0,0,NA,3,1Fam,TA,No,520,0,Rec,Unf,1,0,TA,440,Y,Norm,Norm,FuseF
99,train,83000,835,0,0,NA,2,1Fam,TA,No,108,0,ALQ,Unf,0,0,TA,350,N,Norm,Norm,SBrkr
100,train,128950,1225,0,0,NA,3,1Fam,TA,No,569,0,ALQ,Unf,1,0,TA,381,Y,Norm,Norm,SBrkr
101,train,205000,1610,0,0,NA,3,1Fam,TA,Mn,1200,0,ALQ,Unf,1,0,TA,410,Y,Norm,Norm,SBrkr
102,train,178000,977,755,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,741,Y,Norm,Norm,SBrkr
103,train,118964,1535,0,0,NA,4,Duplex,NA,NA,0,0,NA,NA,0,0,NA,0,Y,Norm,Norm,SBrkr
104,train,198900,1226,0,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1226,Y,Norm,Norm,SBrkr
105,train,169500,1226,592,0,NA,4,1Fam,TA,No,224,0,LwQ,Unf,0,0,TA,816,Y,Norm,Norm,FuseF
106,train,250000,1053,939,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Ex,1053,Y,Norm,Norm,SBrkr
107,train,1.00E+05,1047,0,0,Grvl,2,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,641,Y,Norm,Norm,SBrkr
108,train,115000,789,0,0,NA,2,1Fam,TA,No,104,169,ALQ,BLQ,0,0,TA,516,Y,Norm,Norm,SBrkr
109,train,115000,997,520,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,793,N,Artery,Norm,FuseF
110,train,190000,1844,0,0,NA,3,1Fam,TA,No,705,0,BLQ,Unf,0,0,Gd,1139,Y,Norm,Norm,SBrkr
111,train,136900,1216,639,0,NA,4,1Fam,Fa,No,444,0,Rec,Unf,0,0,TA,550,Y,Norm,Norm,SBrkr
112,train,180000,774,656,0,NA,3,1Fam,TA,No,250,0,GLQ,Unf,0,0,Gd,134,Y,Norm,Norm,SBrkr
113,train,383970,1282,1414,0,NA,4,1Fam,TA,Av,984,0,GLQ,Unf,1,0,Ex,280,Y,Norm,Norm,SBrkr
114,train,217000,2259,0,0,NA,3,1Fam,TA,Mn,35,869,ALQ,Rec,1,0,Gd,905,Y,Norm,Norm,SBrkr
115,train,259500,1436,884,0,NA,3,1Fam,TA,No,774,150,ALQ,LwQ,1,0,TA,104,Y,Norm,Norm,SBrkr
116,train,176000,729,729,0,Pave,2,TwnhsE,TA,No,419,0,GLQ,Unf,0,0,Gd,310,Y,Norm,Norm,SBrkr
117,train,139000,1092,0,0,NA,3,1Fam,TA,No,170,670,LwQ,BLQ,0,1,TA,252,Y,Norm,Norm,SBrkr
118,train,155000,1125,0,0,NA,2,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1125,Y,Norm,Norm,SBrkr
119,train,320000,1699,1523,0,NA,5,1Fam,TA,Mn,1470,0,GLQ,Unf,1,0,Gd,203,Y,Norm,Norm,SBrkr
120,train,163990,728,728,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,728,Y,Norm,Norm,SBrkr
121,train,180000,988,0,130,NA,1,1Fam,TA,Gd,938,0,ALQ,Unf,1,0,TA,0,Y,Norm,Norm,SBrkr
122,train,1.00E+05,772,351,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,732,Y,Norm,Norm,SBrkr
123,train,136000,1080,0,0,NA,3,1Fam,TA,No,570,0,BLQ,Unf,0,0,TA,510,Y,Norm,Norm,SBrkr
124,train,153900,1199,0,0,NA,2,TwnhsE,TA,No,300,0,GLQ,Unf,0,0,Gd,899,Y,Norm,Norm,SBrkr
125,train,181000,1586,0,0,NA,3,1Fam,Fa,No,0,0,Unf,Unf,0,0,Gd,1362,Y,Norm,Norm,SBrkr
126,train,84500,520,0,0,NA,2,2fmCon,TA,Av,490,0,GLQ,Unf,1,0,TA,30,N,Norm,Norm,SBrkr
127,train,128000,958,0,0,NA,2,TwnhsE,TA,No,120,0,ALQ,Unf,0,0,Gd,958,Y,Norm,Norm,SBrkr
128,train,87000,840,0,0,NA,3,1Fam,TA,No,116,0,LwQ,Unf,0,0,TA,556,Y,Feedr,Norm,SBrkr
129,train,155000,660,688,0,NA,3,1Fam,TA,No,512,0,BLQ,Unf,0,0,TA,148,Y,PosN,Norm,SBrkr
130,train,150000,1053,0,180,NA,3,1Fam,TA,No,567,28,Rec,BLQ,0,1,TA,413,Y,Norm,Norm,FuseA
131,train,226000,1216,941,0,NA,4,1Fam,TA,No,445,0,Rec,Unf,0,0,TA,479,Y,Norm,Norm,SBrkr
132,train,244000,1022,1032,0,NA,3,1Fam,TA,No,695,0,GLQ,Unf,1,0,Gd,297,Y,Norm,Norm,SBrkr
133,train,150750,1327,0,0,NA,3,1Fam,TA,No,405,0,Rec,Unf,1,0,TA,658,Y,Norm,Norm,SBrkr
134,train,220000,1296,0,0,NA,2,1Fam,TA,No,1005,0,GLQ,Unf,1,0,Ex,262,Y,Norm,Norm,SBrkr
135,train,180000,1721,0,0,NA,3,1Fam,TA,No,570,0,Rec,Unf,0,0,TA,891,Y,Norm,Norm,SBrkr
136,train,174000,1682,0,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1304,Y,Norm,Norm,SBrkr
137,train,143000,1214,0,0,NA,3,1Fam,TA,No,695,0,BLQ,Unf,0,0,TA,519,Y,Norm,Norm,SBrkr
138,train,171000,1959,0,0,NA,5,Duplex,TA,No,0,0,Unf,Unf,0,0,TA,1907,Y,Norm,Norm,SBrkr
139,train,230000,1004,848,0,NA,3,1Fam,TA,Mn,668,0,GLQ,Unf,0,0,Gd,336,Y,Norm,Norm,SBrkr
140,train,231500,928,836,0,NA,3,1Fam,TA,No,821,0,GLQ,Unf,1,0,Gd,107,Y,Norm,Norm,SBrkr
141,train,115000,864,0,0,NA,3,1Fam,TA,No,432,0,ALQ,Unf,0,0,TA,432,Y,Norm,Norm,SBrkr
142,train,260000,1734,0,0,NA,3,1Fam,TA,Av,1300,0,GLQ,Unf,1,0,Gd,434,Y,Norm,Norm,SBrkr
143,train,166000,910,475,0,NA,4,1Fam,TA,No,507,0,Rec,Unf,0,0,TA,403,Y,Artery,Norm,SBrkr
144,train,204000,1501,0,0,NA,3,1Fam,TA,Gd,679,0,GLQ,Unf,1,0,Gd,811,Y,Norm,Norm,SBrkr
145,train,125000,1728,0,0,NA,6,Duplex,TA,No,1332,0,Rec,Unf,1,0,TA,396,Y,RRAe,Norm,SBrkr
146,train,130000,970,739,0,NA,3,Twnhs,TA,No,0,0,Unf,Unf,0,0,Gd,970,Y,Norm,Norm,SBrkr
147,train,105000,875,0,0,NA,2,1Fam,TA,No,209,0,BLQ,Unf,1,0,TA,506,Y,Norm,Norm,FuseA
148,train,222500,884,1151,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,884,Y,Norm,Norm,SBrkr
149,train,141000,1080,0,0,NA,3,1Fam,TA,No,680,0,GLQ,Unf,1,0,Gd,400,Y,Norm,Norm,SBrkr
150,train,115000,896,448,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,896,Y,Norm,Norm,FuseA
151,train,122000,969,0,0,NA,3,1Fam,TA,Av,716,0,BLQ,Unf,0,0,TA,253,Y,Norm,Norm,SBrkr
152,train,372402,1710,0,0,NA,2,1Fam,TA,Gd,1400,0,GLQ,Unf,1,0,Ex,310,Y,Norm,Norm,SBrkr
153,train,190000,1097,896,0,NA,4,1Fam,TA,No,416,0,Rec,Unf,0,0,TA,409,Y,Norm,Norm,SBrkr
154,train,235000,1252,0,0,NA,1,1Fam,TA,Gd,429,1080,BLQ,ALQ,1,0,Gd,93,Y,Norm,Norm,SBrkr
155,train,125000,1200,0,0,NA,4,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,1200,Y,Norm,Norm,FuseA
156,train,79000,572,524,0,NA,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,572,N,Artery,Norm,FuseF
157,train,109500,1040,0,0,NA,2,1Fam,NA,NA,0,0,NA,NA,0,0,NA,0,Y,Norm,Norm,FuseF
158,train,269500,774,1194,0,NA,4,1Fam,TA,No,0,0,Unf,Unf,0,0,Ex,774,Y,Norm,Norm,SBrkr
159,train,254900,991,956,0,NA,3,1Fam,TA,No,222,0,GLQ,Unf,0,0,Gd,769,Y,Norm,Norm,SBrkr
160,train,320000,1392,1070,168,NA,4,1Fam,TA,Mn,57,0,GLQ,Unf,1,0,Gd,1335,Y,Norm,Norm,SBrkr
161,train,162500,1232,0,0,NA,3,1Fam,TA,No,660,0,BLQ,Unf,0,0,Gd,572,Y,Norm,Norm,SBrkr
162,train,412500,1572,1096,0,NA,3,1Fam,TA,Av,1016,0,GLQ,Unf,1,0,Ex,556,Y,Norm,Norm,SBrkr
163,train,220000,1541,0,0,NA,3,1Fam,TA,Mn,1201,0,BLQ,Unf,0,0,Gd,340,Y,Norm,Norm,SBrkr
164,train,103200,882,0,0,NA,1,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,882,Y,Norm,Norm,SBrkr
165,train,152000,1149,467,0,Pave,3,1Fam,TA,Mn,370,0,LwQ,Unf,0,0,TA,779,Y,Norm,Norm,FuseA
166,train,127500,808,547,0,NA,4,2fmCon,TA,No,351,181,ALQ,Rec,1,0,TA,112,Y,Norm,Norm,SBrkr
167,train,190000,1867,0,0,NA,2,1Fam,TA,No,379,768,LwQ,BLQ,1,0,TA,470,Y,Norm,Norm,FuseA
168,train,325624,1610,551,0,NA,3,1Fam,TA,No,1288,0,GLQ,Unf,1,0,Ex,294,Y,Norm,Norm,SBrkr
169,train,183500,840,880,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,840,Y,Norm,Norm,SBrkr
170,train,228000,1707,0,0,NA,2,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1686,Y,Norm,Norm,SBrkr
171,train,128500,854,0,0,NA,2,1Fam,TA,No,360,0,Rec,Unf,0,0,TA,360,Y,Feedr,Norm,SBrkr
172,train,215000,1656,0,0,NA,3,1Fam,Gd,Gd,639,0,BLQ,Unf,1,0,TA,441,Y,Norm,Norm,SBrkr
173,train,239000,1064,703,0,NA,2,TwnhsE,Gd,No,495,215,GLQ,Rec,1,0,Gd,354,Y,Norm,Norm,SBrkr
174,train,163000,1362,0,0,NA,3,1Fam,TA,No,288,374,ALQ,Rec,1,0,TA,700,Y,Norm,Norm,SBrkr
175,train,184000,1651,0,0,NA,3,1Fam,Fa,No,1398,208,ALQ,LwQ,1,0,Gd,0,Y,Norm,Norm,SBrkr
176,train,243000,2158,0,0,NA,4,1Fam,Gd,Av,477,0,ALQ,Unf,1,0,TA,725,Y,Norm,Norm,SBrkr
177,train,211000,1164,896,0,NA,4,1Fam,TA,No,831,0,GLQ,Unf,0,1,Gd,320,Y,Norm,Norm,SBrkr
178,train,172500,1252,668,0,NA,4,1Fam,TA,No,57,441,ALQ,BLQ,1,0,TA,554,Y,Norm,Norm,SBrkr
179,train,501837,2234,0,0,NA,1,1Fam,TA,No,1904,0,GLQ,Unf,1,0,Ex,312,Y,Norm,Norm,SBrkr
180,train,1.00E+05,968,0,0,NA,2,1Fam,TA,No,0,0,Unf,Unf,0,0,TA,968,Y,Norm,Norm,SBrkr
181,train,177000,769,756,0,NA,3,Twnhs,TA,No,436,0,GLQ,Unf,0,0,Gd,320,Y,Norm,Norm,SBrkr
182,train,200100,901,901,0,NA,4,1Fam,TA,No,352,0,LwQ,Unf,0,0,Fa,441,Y,Norm,Norm,SBrkr
183,train,120000,1340,0,180,NA,3,1Fam,NA,NA,0,0,NA,NA,0,0,NA,0,Y,Artery,Norm,SBrkr
184,train,2.00E+05,1362,720,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Gd,1362,Y,Norm,Norm,SBrkr
185,train,127000,936,316,0,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,504,Y,RRAn,Feedr,SBrkr
186,train,475000,1518,1518,0,NA,4,1Fam,TA,Mn,0,0,Unf,Unf,0,0,TA,1107,Y,Artery,Norm,SBrkr
187,train,173000,1217,0,0,NA,3,1Fam,TA,Av,611,0,GLQ,Unf,1,0,Gd,577,Y,Norm,Norm,SBrkr
188,train,135000,808,704,140,NA,3,1Fam,TA,No,0,0,Unf,Unf,0,0,Fa,660,Y,Norm,Norm,SBrkr
189,train,153337,1224,0,0,NA,2,Duplex,TA,Av,1086,0,GLQ,Unf,2,0,Gd,0,Y,Feedr,Norm,SBrkr
190,train,286000,1593,0,0,NA,0,TwnhsE,TA,Av,1153,0,GLQ,Unf,1,0,Ex,440,Y,Norm,Norm,SBrkr
191,train,315000,1549,1178,0,NA,3,1Fam,Gd,No,297,0,Rec,Unf,0,0,Gd,556,Y,Norm,Norm,SBrkr
192,train,184000,725,754,0,NA,4,1Fam,TA,No,626,0,ALQ,Unf,1,0,TA,99,Y,Norm,Norm,SBrkr
193,train,192000,1431,0,0,NA,3,1Fam,TA,Av,560,0,GLQ,Unf,1,0,Gd,871,Y,Norm,Norm,SBrkr
194,train,130000,970,739,0,NA,3,Twnhs,TA,No,0,0,Unf,Unf,0,0,Gd,970,Y,Norm,Norm,SBrkr
195,train,127000,864,0,0,NA,3,1Fam,TA,Av,390,0,ALQ,Unf,0,0,TA,474,Y,Norm,Norm,SBrkr
196,train,148500,855,601,0,NA,3,Twnhs,TA,No,566,0,ALQ,Unf,0,0,Gd,289,Y,Norm,Norm,SBrkr
197,train,311872,1726,0,0,NA,3,1Fam,TA,No,1126,0,GLQ,Unf,1,0,Ex,600,Y,Norm,Norm,SBrkr
198,train,235000,1360,1360,0,NA,4,1Fam,TA,No,1036,184,GLQ,LwQ,1,1,TA,140,Y,Artery,Norm,SBrkr
