Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,Functional,GarageArea,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,Bath,1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
23,train,230000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.175338631,Inside,0.37741257,Reg,0,20,RL,281,BrkFace,none,0,9,CollgCr,3,4,VinylSd,VinylSd,0,4,1,PConc,7,0.283820444,2,3,Attchd,2002,0.581443618,2.0,1.51817223545,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.74400584376,Y,Norm,Norm,SBrkr,1.31007566268,5,8,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,1.12071234105,AllPub,1.00801819293,2002,2002,2008
24,train,129900.0,GasA,2,1Story,1,1,Lvl,Gtl,-1.46332839,Inside,-1.211477719,Reg,0,120,RM,0,None,none,0,6,MeadowV,3,3,CemntBd,CmentBd,0,3,1,PConc,7,0.460270865,1,3,Attchd,1976,-0.870979032,1.0,-0.116952472103,-0.785025043887,-0.103330530851,None,3,TwnhsE,3,1,0.891699567389,-0.358020298369,6,1,1,0,4,-0.589048550924,Y,Norm,Norm,SBrkr,1.11723049675,7,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.147051754228,AllPub,0.703633739911,1976,1976,2007
25,train,154000.0,GasA,4,1Story,1,2,Lvl,Gtl,-0.151581823,Inside,0.255788989,IR1,0,20,RL,0,None,none,0,5,Sawyer,4,3,Plywood,Plywood,3,3,1,CBlock,7,-0.942045641,1,3,Attchd,1968,-0.870979032,1.0,-0.116952472103,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,0.174930300563,3.2477806097,3,5,1,0,3,-0.574942849806,Y,Norm,Norm,SBrkr,1.01391788343,8,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.179051484886,AllPub,1.57455557068,1968,2001,2010
26,train,256300.0,GasA,4,1Story,1,2,Lvl,Gtl,0.918341573,Corner,1.518485897,Reg,0,20,RL,640,Stone,none,0,7,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.936882286,2,3,Attchd,2007,0.196106997,2.0,1.1603924224,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.55494420263,Y,Norm,Norm,SBrkr,0.774663824489,5,8,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.876650504634,AllPub,-0.929191516623,2007,2007,2009
27,train,134800.0,GasA,2,1Story,1,2,Lvl,Gtl,-0.417574658,Corner,-0.287413293,Reg,0,20,RL,0,None,none,0,5,NAmes,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,7,0.478844594,1,3,Detchd,2005,-1.18715267,1.0,-0.62300348008,-0.785025043887,-0.103330530851,None,3,1Fam,3,2,0.269790081138,2.97863903711,4,3,0,1,3,-0.662461202169,Y,Norm,Norm,SBrkr,0.502138558242,7,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.089951106549,AllPub,1.16866854003,1951,2000,2010
28,train,306000.0,GasA,4,1Story,1,2,Lvl,Gtl,0.496900926,Inside,1.17433096,Reg,0,20,RL,200,Stone,none,0,5,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.388957293,2,3,Attchd,2008,0.401619862,2.0,1.35625882437,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,1.09626441498,-0.358020298369,6,1,1,0,5,0.15095592636,Y,Norm,Norm,SBrkr,0.718597740719,5,8,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,1.0386876319,AllPub,-0.929191516623,2007,2008,2010
29,train,207500.0,GasA,2,1Story,1,1,Lvl,Gtl,1.187183623,CulDSac,-1.014964924,IR1,0,20,RL,0,None,none,0,12,NAmes,3,3,MetalSd,MetalSd,0,4,2,CBlock,7,-0.714517466,2,3,Attchd,1957,0.196106997,1.0,1.1603924224,-0.785025043887,-0.103330530851,None,2,1Fam,3,4,1.12313943165,-0.358020298369,4,1,1,0,3,-0.564480556534,Y,Norm,Norm,SBrkr,1.5695473787,6,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.775581426278,AllPub,1.33760036452,1957,1997,2006
30,train,68500.0,GasA,1,1Story,1,0,Lvl,Gtl,-0.67196259,Inside,-0.287413293,IR1,0,30,RM,0,None,none,0,5,BrkSide,3,3,MetalSd,MetalSd,0,0,0,BrkTil,7,-1.081348605,1,2,Detchd,1920,-1.93806506,1.0,-2.31274560102,-0.785025043887,-0.103330530851,None,1,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.217358819972,N,Feedr,RRNn,SBrkr,-1.07568666246,6,4,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.900986596434,AllPub,0.348233259504,1927,1950,2008
31,train,40000.0,GasA,2,2Story,1,1,Lvl,Gtl,-0.09209168,Inside,-0.830615574,Reg,0,70,C (all),0,None,none,0,7,IDOTRR,2,3,BrkFace,BrkFace,3,0,0,BrkTil,7,-1.034914284,1,3,Detchd,1920,-0.363125125,1.0,-1.63142214365,0.773435846683,-0.103330530851,Pave,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,0.446363014913,N,Feedr,Norm,SBrkr,0.756625226684,4,4,0,0.0,None,CompShg,Gambrel,WD,-0.308889511743,Pave,6,-0.589383519896,AllPub,-0.929191516623,1920,1950,2008
32,train,149350.0,GasA,3,1Story,1,2,Lvl,Gtl,-0.081967236,CulDSac,0.255788989,IR1,0,20,RL,0,None,none,0,6,Sawyer,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,-0.937402209,1,3,Attchd,1966,-0.538996712,1.5,0.338808022503,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,3,1.2140044307,Y,Norm,Norm,SBrkr,0.849040942506,6,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.432471233904,AllPub,-0.929191516623,1966,2006,2008
33,train,179900.0,GasA,4,1Story,1,2,Lvl,Gtl,0.422205241,Corner,0.750319132,Reg,0,20,RL,0,None,none,0,1,CollgCr,3,4,VinylSd,VinylSd,0,0,0,PConc,7,0.051648837,2,3,Attchd,2007,-0.5271402,2.0,0.353920060889,-0.785025043887,-0.103330530851,None,3,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,5,1.22055764433,Y,Norm,Norm,SBrkr,0.471435816564,5,8,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.441060473073,AllPub,-0.929191516623,2007,2007,2008
34,train,165500.0,GasA,3,1Story,1,2,Lvl,Gtl,0.331955023,Inside,0.171857693,IR1,0,20,RL,0,None,none,0,4,NAmes,3,3,BrkFace,BrkFace,0,4,1,CBlock,7,-0.120158152,2,3,Attchd,1959,0.393715521,1.5,1.34894687392,-0.785025043887,-0.103330530851,None,4,1Fam,3,1,0.996080061139,-0.358020298369,3,1,0,1,3,-0.0777627872529,Y,Norm,Norm,SBrkr,0.584648535439,5,5,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.665293030642,AllPub,-0.929191516623,1959,1959,2010
35,train,277500.0,GasA,4,1Story,1,3,Lvl,Gtl,-0.387038169,Inside,-0.287413293,Reg,0,120,RL,246,BrkFace,none,0,8,NridgHt,3,5,MetalSd,MetalSd,0,4,1,PConc,7,0.385975951,3,3,Attchd,2005,0.119039673,2.0,1.08367688412,-0.785025043887,-0.103330530851,None,2,TwnhsE,3,1,1.06534476025,-0.358020298369,6,1,1,0,5,-0.0136909669818,Y,Norm,Norm,SBrkr,0.688169409438,5,9,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.870595175452,AllPub,1.11263379664,2005,2005,2007
36,train,309000.0,GasA,4,2Story,1,2,Lvl,Gtl,0.803127297,Inside,1.463817134,Reg,0,60,RL,132,Stone,none,0,9,NridgHt,3,4,VinylSd,VinylSd,0,4,1,PConc,7,1.01283929,3,3,BuiltIn,2004,1.87973162,3.5,0.0865441159124,2.29456833269,-0.103330530851,None,4,1Fam,3,3,-1.37997484383,-0.358020298369,1,1,0,0,5,1.08882518323,Y,Norm,Norm,SBrkr,0.502138558242,5,8,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.267993134195,AllPub,0.770040727202,2004,2005,2006
37,train,145000.0,GasA,4,1Story,1,1,Lvl,Gtl,0.388191779,Corner,1.572169583,Reg,0,20,RL,0,None,none,0,6,CollgCr,3,3,VinylSd,VinylSd,0,0,0,PConc,7,0.924614079,1,3,Attchd,1995,-0.797863878,1.5,-0.0107269820599,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,-1.37997484383,-0.358020298369,1,1,0,0,4,1.06542145479,Y,Norm,Norm,SBrkr,0.841269757994,5,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.237154892344,AllPub,1.54957930425,1994,1995,2009
38,train,153000.0,GasA,3,1Story,1,1,Lvl,Gtl,-0.084723268,Inside,0.337420506,Reg,0,20,RL,650,BrkFace,none,0,10,NAmes,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,7,0.116656887,3,3,Attchd,1954,-0.40264683,1.0,0.508347758529,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,1.09393638471,-0.358020298369,3,1,0,1,3,-1.11917118362,Y,Norm,Norm,SBrkr,-1.07568666246,6,5,2,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,0.529531412802,AllPub,-0.929191516623,1954,1990,2009
39,train,109000.0,GasA,2,1Story,1,2,Lvl,Gtl,-0.230184245,Inside,0.085493269,Reg,0,20,RL,0,None,none,0,1,NAmes,4,3,VinylSd,VinylSd,0,0,0,CBlock,7,-1.053488013,1,3,Detchd,1953,-0.876907287,1.0,-0.125725452157,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.818079934112,-0.358020298369,6,1,1,0,3,-0.2105614957,Y,Norm,Norm,SBrkr,0.737952378938,7,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.174278597528,AllPub,-0.929191516623,1953,2007,2010
40,train,82000.0,GasA,2,1Story,2,0,Lvl,Gtl,-0.762062595,Inside,-0.048936931,Reg,0,90,RL,0,None,none,0,6,Edwards,3,3,AsbShng,Plywood,0,0,0,PConc,7,-2.195772319,0,0,NoGarage,1894,-0.68917919,2.0,0.140800481141,-0.785025043887,-0.103330530851,None,2,Duplex,0,0,-1.37997484383,-0.358020298369,0,0,0,0,0,-2.30874808668,N,Norm,Norm,FuseP,-1.07568666246,5,4,0,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-4.74688154527,AllPub,-0.929191516623,1955,1955,2008
41,train,160000.0,GasA,4,1Story,1,1,Lvl,Gtl,-0.055976335,Inside,0.715059975,Reg,0,20,RL,101,BrkFace,none,0,12,NAmes,3,3,Wd Sdng,Wd Sdng,2,3,1,CBlock,7,-0.152662177,2,3,Attchd,1965,-0.349292529,2.0,0.572271739758,-0.785025043887,-0.103330530851,None,3,1Fam,3,1,0.751497101749,-0.358020298369,3,1,0,0,3,0.0667427814189,Y,Norm,Norm,SBrkr,1.23545112725,5,6,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.223149307547,AllPub,-0.929191516623,1965,1965,2006
42,train,170000.0,GasA,3,1Story,1,1,Lvl,Gtl,1.256123196,Inside,1.650923878,Reg,0,20,RL,0,None,none,0,7,Timber,4,3,VinylSd,VinylSd,0,4,2,CBlock,7,-0.76559522,2,3,Attchd,1959,-0.341388188,1.5,0.581632123518,-0.785025043887,-0.103330530851,None,2,1Fam,3,4,0.96786922723,-0.358020298369,4,1,0,1,3,-0.0707545049394,Y,Norm,Norm,SBrkr,1.08822964041,6,5,1,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.601659499431,AllPub,-0.929191516623,1959,1959,2007
43,train,144000.0,GasA,3,SFoyer,1,2,Lvl,Gtl,0.058822487,CulDSac,0.041353736,IR1,0,85,RL,0,None,none,0,12,SawyerW,3,3,HdBoard,HdBoard,3,0,0,CBlock,7,0.14451748,2,3,Attchd,1983,-1.218770034,1.0,-0.678423162933,-0.785025043887,-0.103330530851,None,2,1Fam,3,3,0.829447036145,1.77220012119,5,2,1,0,4,-2.30874808668,Y,Norm,Norm,SBrkr,-1.07568666246,7,5,2,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.199465500853,AllPub,1.21833401842,1983,1983,2007
