Id,source,SalePrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
32,train,149350.0,0.849040942506,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.432471233904,AllPub,-0.929191516623,1966,2006,2008
33,train,179900.0,0.471435816564,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.441060473073,AllPub,-0.929191516623,2007,2007,2008
34,train,165500.0,0.584648535439,5,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.665293030642,AllPub,-0.929191516623,1959,1959,2010
35,train,277500.0,0.688169409438,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.870595175452,AllPub,1.11263379664,2005,2005,2007
36,train,309000.0,0.502138558242,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.267993134195,AllPub,0.770040727202,2004,2005,2006
37,train,145000.0,0.841269757994,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.237154892344,AllPub,1.54957930425,1994,1995,2009
38,train,153000.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,0.529531412802,AllPub,-0.929191516623,1954,1990,2009
39,train,109000.0,0.737952378938,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.174278597528,AllPub,-0.929191516623,1953,2007,2010
40,train,82000.0,-1.07568666246,5,4,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-4.74688154527,AllPub,-0.929191516623,1955,1955,2008
41,train,160000.0,1.23545112725,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.223149307547,AllPub,-0.929191516623,1965,1965,2006
42,train,170000.0,1.08822964041,6,5,P,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.601659499431,AllPub,-0.929191516623,1959,1959,2007
43,train,144000.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.199465500853,AllPub,1.21833401842,1983,1983,2007
44,train,130250.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-0.0232090950108,AllPub,0.910839759414,1975,1980,2008
45,train,141000.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.31804259939,AllPub,-0.929191516623,1959,1959,2006
46,train,319900.0,0.966412913953,5,9,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,1.09289168599,AllPub,1.09093409036,2005,2005,2010
47,train,239686.0,0.644658077904,5,7,Y,0.0,None,CompShg,Gable,WD,3.32598512331,Pave,6,0.712022186511,AllPub,0.997431376885,2003,2003,2009
48,train,249700.0,1.26506766887,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.983404603278,AllPub,-0.929191516623,2006,2006,2007
49,train,113000.0,-1.07568666246,5,4,N,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.403021852486,AllPub,-0.929191516623,1920,2008,2009
50,train,127000.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.00603787170551,AllPub,-0.929191516623,1966,1966,2007
51,train,177000.0,0.921131704556,6,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.287191650463,AllPub,-0.929191516623,1997,1997,2007
52,train,114500.0,-1.07568666246,6,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.244804460478,AllPub,0.765153968615,1934,1950,2006
53,train,110000.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Grvl,5,-0.244804460478,AllPub,0.735084191832,1963,1963,2010
54,train,385000.0,0.900499967008,5,9,Y,0.0,None,WdShngl,Gable,WD,-0.308889511743,Pave,5,1.19178663853,AllPub,2.15045059771,1981,1987,2006
55,train,130000.0,0.718597740719,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-1.29495303889,AllPub,-0.929191516623,1955,1955,2007
56,train,180500.0,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.700417530042,AllPub,-0.929191516623,1964,1964,2008
57,train,172500.0,-1.07568666246,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.0315431875124,AllPub,0.779712256599,1999,2000,2009
58,train,196500.0,0.88629308957,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.162369966756,AllPub,-0.929191516623,2004,2004,2006
59,train,438780.0,-1.07568666246,5,10,Y,0.0,None,CompShg,Hip,New,-0.308889511743,Pave,10,0.680961977955,AllPub,1.07825585475,2006,2006,2006
60,train,124900.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.314594574768,AllPub,1.09093409036,1972,1972,2008
61,train,158000.0,0.718597740719,5,6,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,5,0.330024178551,AllPub,-0.929191516623,2004,2004,2006
62,train,101000.0,-1.07568666246,7,5,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.87501203684,AllPub,-0.929191516623,1920,1996,2007
63,train,202500.0,0.708648384556,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.628362765838,AllPub,0.803320152167,2006,2006,2007
64,train,140000.0,0.0169544949378,6,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,-0.759751671583,AllPub,-0.207684937776,1921,1950,2010
65,train,219500.0,0.558572767506,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.174278597528,AllPub,1.83340210876,1997,1998,2009
66,train,317000.0,1.28280985022,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,0.307510804664,AllPub,1.07825585475,2004,2005,2007
67,train,180000.0,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,1.30298008068,AllPub,1.36715076409,1970,1989,2010
68,train,226000.0,0.455371589499,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.736354616057,AllPub,0.906833616967,2003,2003,2007
69,train,80000.0,-1.07568666246,6,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.380575782062,AllPub,-0.929191516623,1945,1950,2010
70,train,225000.0,0.304717724313,4,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.539174546154,AllPub,-0.929191516623,1953,1953,2006
71,train,244000.0,-1.07568666246,6,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,1.57650514832,AllPub,1.36491417612,1973,1973,2007
72,train,129500.0,-1.07568666246,6,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.190134212062,AllPub,-0.929191516623,1982,2006,2007
73,train,185000.0,1.03620079094,5,7,Y,0.0,None,CompShg,Gable,WD,3.62856812255,Pave,7,-0.214476671564,AllPub,-0.929191516623,1998,1998,2009
74,train,144900.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.220025960292,AllPub,-0.929191516623,1954,2003,2010
75,train,107400.0,-1.07568666246,6,3,Y,0.0,None,CompShg,Gambrel,WD,-0.308889511743,Pave,8,-0.199465500853,AllPub,-0.929191516623,1915,1950,2010
76,train,91000.0,1.07313354157,5,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-1.05895947323,AllPub,0.803320152167,1973,1973,2009
77,train,135750.0,-1.07568666246,7,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,0.000903246542093,AllPub,-0.929191516623,1956,1956,2008
78,train,127000.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.538495751262,AllPub,-0.929191516623,1948,2001,2008
79,train,136500.0,-1.07568666246,5,4,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,8,1.1107286379,AllPub,-0.929191516623,1968,1968,2010
80,train,110000.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-1.12250825547,AllPub,0.547067491875,1910,1981,2009
81,train,193500.0,0.900499967008,6,6,Y,0.0,None,CompShg,Gable,WD,3.5147585052,Pave,8,-0.0970904629661,AllPub,-0.929191516623,1968,1968,2009
82,train,153500.0,1.42950856453,5,6,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,0.445344142289,AllPub,-0.929191516623,1998,1998,2006
83,train,245000.0,1.06283332212,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.873018933012,AllPub,0.906833616967,2007,2007,2008
84,train,126500.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,COD,-0.308889511743,Pave,6,0.186985347297,AllPub,0.547067491875,1960,1960,2007
85,train,168500.0,0.900499967008,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-1.29495303889,AllPub,0.803320152167,1995,1996,2009
86,train,260000.0,0.966412913953,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,9,0.517079459621,AllPub,0.83509331961,1991,1992,2006
87,train,174000.0,0.584648535439,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.512427640336,AllPub,0.703633739911,2005,2005,2009
88,train,164500.0,1.51665725433,5,6,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,4,-0.673959054934,AllPub,-0.929191516623,2009,2009,2009
89,train,85000.0,-1.07568666246,2,3,N,0.0,None,CompShg,Hip,ConLD,-0.308889511743,Pave,6,0.10316213802,AllPub,-0.929191516623,1915,1982,2009
90,train,123600.0,-1.07568666246,5,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.0651247633293,AllPub,-0.929191516623,1994,1995,2007
91,train,109900.0,0.455371589499,5,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-4.74688154527,AllPub,-0.929191516623,1950,1950,2006
92,train,98600.0,-1.07568666246,3,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.442489171346,AllPub,-0.929191516623,1961,1961,2006
93,train,163500.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.133125489036,AllPub,-0.929191516623,1921,2006,2009
94,train,133900.0,-1.07568666246,6,6,Y,0.0,None,CompShg,Hip,WD,2.79730795192,Pave,9,0.412314904449,AllPub,-0.929191516623,1910,1998,2007
95,train,204750.0,1.31996751363,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.229589099791,AllPub,-0.929191516623,1997,1997,2007
96,train,185000.0,0.833384153867,8,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.521081237366,AllPub,1.19664017229,1993,1993,2009
97,train,214000.0,0.455371589499,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.903134432573,AllPub,0.9610199756,1999,1999,2006
98,train,94750.0,-1.07568666246,5,4,P,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,6,0.0145705729229,AllPub,0.803320152167,1965,1965,2007
99,train,83000.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,COD,-0.308889511743,Pave,5,-1.07035413387,AllPub,-0.929191516623,1920,1950,2010
100,train,128950.0,-1.07568666246,5,4,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.0025261259279,AllPub,1.47406860378,1959,1959,2010
101,train,205000.0,0.871700819231,7,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.929362916898,AllPub,0.997431376885,1977,2001,2010
102,train,178000.0,0.677623972697,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.392790225605,AllPub,1.07825585475,1985,1985,2010
103,train,118964.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-4.74688154527,AllPub,-0.929191516623,1979,1979,2009
104,train,198900.0,0.558572767506,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.429601632168,AllPub,-0.929191516623,2009,2009,2010
105,train,169500.0,-1.07568666246,4,7,Y,0.0,None,CompShg,Gable,WD,3.26907433634,Pave,7,0.147051754228,AllPub,-0.929191516623,1931,1950,2007
106,train,250000.0,0.666863190511,5,8,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,9,0.167899988432,AllPub,0.890584599608,2003,2004,2008
107,train,100000.0,-1.07568666246,7,4,N,0.0,None,CompShg,Mansard,WD,-0.308889511743,Pave,6,-0.607378897216,AllPub,-0.929191516623,1885,1995,2007
108,train,115000.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.296939342552,AllPub,-0.929191516623,1948,1950,2008
109,train,115000.0,-1.07568666246,7,5,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.289137748584,AllPub,-0.929191516623,1919,2005,2007
110,train,190000.0,1.17101613781,6,6,Y,0.0,None,CompShg,Hip,COD,-0.308889511743,Pave,7,1.19394551508,AllPub,-0.929191516623,1977,1977,2010
111,train,136900.0,-1.07568666246,4,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.0717840283212,AllPub,1.04561488754,1954,1972,2006
112,train,180000.0,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-1.29495303889,AllPub,1.03891617127,2000,2000,2010
113,train,383970.0,1.38762975021,5,7,Y,0.0,None,CompShg,Gable,New,3.19879236579,Pave,10,0.483573994568,AllPub,0.803320152167,2007,2007,2007
114,train,217000.0,1.16240806747,5,6,Y,0.0,None,CompShg,Hip,COD,-0.308889511743,Pave,7,1.15592603238,AllPub,0.990289673405,1953,1953,2007
115,train,259500.0,-1.07568666246,8,6,Y,0.0,None,CompShg,Gambrel,WD,-0.308889511743,Pave,9,0.127644847159,AllPub,1.17434201587,1945,2002,2007
116,train,176000.0,0.502138558242,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.41742808264,AllPub,-0.929191516623,1999,1999,2007
117,train,139000.0,0.282322024321,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.229383976318,AllPub,-0.929191516623,1962,1962,2009
118,train,155000.0,0.841269757994,5,5,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,5,0.280220320011,AllPub,0.586662952619,2006,2007,2007
119,train,320000.0,-1.07568666246,5,7,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,11,1.00311068817,AllPub,1.50315083458,1990,1990,2010
120,train,163990.0,0.366528286207,5,6,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.419493999136,AllPub,-0.929191516623,2005,2006,2006
121,train,180000.0,1.20416878153,5,6,Y,0.0,None,Metal,Flat,WD,-0.308889511743,Pave,4,-0.0232090950108,AllPub,-0.929191516623,1969,1969,2006
122,train,100000.0,-1.07568666246,5,4,P,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,4,-0.411242195162,AllPub,-0.929191516623,1939,1950,2007
123,train,136000.0,-1.07568666246,7,6,Y,0.0,None,CompShg,Hip,WD,3.00259752074,Pave,5,0.210631716145,AllPub,-0.929191516623,1958,1958,2008
124,train,153900.0,0.833384153867,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.390537605407,AllPub,-0.929191516623,1993,1993,2008
125,train,181000.0,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.617714394333,AllPub,1.07825585475,1979,1998,2009
126,train,84500.0,-1.07568666246,8,6,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.900986596434,AllPub,0.384744547116,1935,1982,2006
127,train,128000.0,1.4454294766,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.207492191685,AllPub,-0.929191516623,1976,1976,2007
128,train,87000.0,-1.07568666246,7,5,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.538495751262,AllPub,-0.929191516623,1930,1950,2007
129,train,155000.0,1.10773261696,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.564891291966,AllPub,1.06536563629,1966,1966,2006
130,train,150000.0,0.953857373236,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.0949449194324,AllPub,-0.929191516623,1958,1991,2006
131,train,226000.0,0.856701064026,6,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.0475744187635,AllPub,0.729942119725,1966,1966,2006
132,train,244000.0,0.698508164391,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.068456743,AllPub,0.0435281608323,2000,2000,2009
133,train,150750.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.183814934761,AllPub,-0.929191516623,1959,2002,2007
134,train,220000.0,0.385571797665,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.487786380658,AllPub,1.07825585475,2001,2002,2009
135,train,180000.0,1.04701003981,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.746533280535,AllPub,-0.929191516623,1968,1993,2006
136,train,174000.0,-1.07568666246,6,7,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,7,0.539174546154,AllPub,0.692818006593,1970,1970,2008
137,train,143000.0,1.12191863288,5,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.412314904449,AllPub,-0.929191516623,1967,1967,2007
138,train,171000.0,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,9,1.26112725639,AllPub,-0.929191516623,1988,1989,2006
139,train,230000.0,1.09806771248,5,8,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.0883505977037,AllPub,1.17434201587,1999,2000,2008
140,train,231500.0,1.06283332212,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.040586706578,AllPub,1.30936362749,1997,1997,2009
141,train,115000.0,-1.07568666246,5,4,Y,0.0,None,CompShg,Gable,ConLI,-0.308889511743,Pave,5,-0.155023418642,AllPub,-0.929191516623,1971,1971,2010
142,train,260000.0,0.366528286207,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,1.07268836831,AllPub,0.968445953157,2005,2005,2006
143,train,166000.0,-1.07568666246,4,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,-0.0721992689819,AllPub,-0.929191516623,1952,1952,2010
144,train,204000.0,0.455371589499,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.783107352889,AllPub,0.906833616967,1999,1999,2009
145,train,125000.0,-1.07568666246,5,5,Y,0.0,None,CompShg,Gable,ConLI,-0.308889511743,Pave,10,1.06592133339,AllPub,-0.929191516623,1963,1963,2006
146,train,130000.0,0.6094836103,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.0315431875124,AllPub,-0.929191516623,2004,2006,2006
147,train,105000.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.446533225303,AllPub,0.33874160269,1931,1993,2009
148,train,222500.0,0.698508164391,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.118643138435,AllPub,0.906833616967,2001,2001,2010
149,train,141000.0,-1.07568666246,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.210631716145,AllPub,-0.929191516623,2004,2005,2008
150,train,115000.0,1.13574815743,4,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,-0.0970904629661,AllPub,1.10340802919,1936,1950,2006
151,train,122000.0,-1.07568666246,6,5,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,0.0298514476786,AllPub,-0.929191516623,1975,1975,2007
152,train,372402.0,1.07821190947,5,8,Y,0.0,None,CompShg,Hip,New,-0.308889511743,Pave,6,1.04552108849,AllPub,-0.929191516623,2007,2008,2008
153,train,190000.0,0.856701064026,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,-0.227694451914,AllPub,-0.929191516623,1971,1971,2006
154,train,235000.0,-1.07568666246,7,6,Y,0.0,None,CompShg,Flat,WD,-0.308889511743,Pave,4,0.919854464487,AllPub,1.57981797924,1960,1975,2008
155,train,125000.0,-1.07568666246,5,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,7,0.391995334865,AllPub,-0.929191516623,1923,1950,2006
156,train,79000.0,-0.116600697808,5,6,N,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,5,-0.769513338223,AllPub,-0.929191516623,1924,1950,2008
157,train,109500.0,-1.07568666246,7,5,Y,0.0,None,CompShg,Hip,WD,-0.308889511743,Pave,5,-4.74688154527,AllPub,-0.929191516623,1950,1950,2006
158,train,269500.0,0.921131704556,5,8,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,8,-0.32644399887,AllPub,-0.929191516623,2009,2010,2010
159,train,254900.0,1.22779409376,5,7,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,8,0.0667913409636,AllPub,-0.929191516623,2004,2005,2010
160,train,320000.0,1.2121561018,5,7,Y,0.0,None,CompShg,Gable,New,-0.308889511743,Pave,9,0.65742325619,AllPub,1.21565408541,2005,2006,2006
161,train,162500.0,-1.07568666246,6,6,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,6,0.438200645358,AllPub,-0.929191516623,1984,1984,2008
162,train,412500.0,-1.07568666246,5,9,Y,0.0,None,CompShg,Gable,WD,-0.308889511743,Pave,10,0.883899072985,AllPub,1.56393696589,2003,2004,2008
