Id,source,SalePrice,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
58,train,196500.0,70,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,860.0,AllPub,0,2004,2004,2006
59,train,438780.0,0,5,10,Y,0,None,CompShg,Hip,Partial,New,0,Pave,10,1410.0,AllPub,192,2006,2006,2006
60,train,124900.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,780.0,AllPub,196,1972,1972,2008
61,train,158000.0,50,5,6,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1158.0,AllPub,0,2004,2004,2006
62,train,101000.0,0,7,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,6,530.0,AllPub,0,1920,1996,2007
63,train,202500.0,49,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1370.0,AllPub,120,2006,2006,2007
64,train,140000.0,11,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,576.0,AllPub,12,1921,1950,2010
65,train,219500.0,36,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1057.0,AllPub,576,1997,1998,2009
66,train,317000.0,151,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,1143.0,AllPub,192,2004,2005,2007
67,train,180000.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1947.0,AllPub,301,1970,1989,2010
68,train,226000.0,29,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1453.0,AllPub,144,2003,2003,2007
69,train,80000.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,747.0,AllPub,0,1945,1950,2010
70,train,225000.0,21,4,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1304.0,AllPub,0,1953,1953,2006
71,train,244000.0,0,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,2223.0,AllPub,300,1973,1973,2007
72,train,129500.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,845.0,AllPub,0,1982,2006,2007
73,train,185000.0,94,5,7,Y,0,None,CompShg,Gable,Normal,WD,291,Pave,7,832.0,AllPub,0,1998,1998,2009
74,train,144900.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1086.0,AllPub,0,1954,2003,2010
75,train,107400.0,0,6,3,Y,0,None,CompShg,Gambrel,Normal,WD,0,Pave,8,840.0,AllPub,0,1915,1950,2010
76,train,91000.0,101,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,462.0,AllPub,120,1973,1973,2009
77,train,135750.0,0,7,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,952.0,AllPub,0,1956,1956,2008
78,train,127000.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,672.0,AllPub,0,1948,2001,2008
79,train,136500.0,0,5,4,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,8,1768.0,AllPub,0,1968,1968,2010
80,train,110000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,440.0,AllPub,74,1910,1981,2009
81,train,193500.0,72,6,6,Y,0,None,CompShg,Gable,Normal,WD,252,Pave,8,896.0,AllPub,0,1968,1968,2009
82,train,153500.0,199,5,6,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,1237.0,AllPub,0,1998,1998,2006
83,train,245000.0,99,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1563.0,AllPub,144,2007,2007,2008
84,train,126500.0,0,5,5,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,1065.0,AllPub,74,1960,1960,2007
85,train,168500.0,72,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384.0,AllPub,120,1995,1996,2009
86,train,260000.0,82,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,9,1288.0,AllPub,127,1991,1992,2006
87,train,174000.0,38,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,684.0,AllPub,100,2005,2005,2009
88,train,164500.0,234,5,6,Y,0,None,CompShg,Gable,Partial,New,0,Pave,4,612.0,AllPub,0,2009,2009,2009
89,train,85000.0,0,2,3,N,0,None,CompShg,Hip,Abnorml,ConLD,0,Pave,6,1013.0,AllPub,0,1915,1982,2009
90,train,123600.0,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,990.0,AllPub,0,1994,1995,2007
91,train,109900.0,29,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,0.0,AllPub,0,1950,1950,2006
92,train,98600.0,0,3,5,Y,0,None,CompShg,Hip,Abnorml,WD,0,Pave,6,1235.0,AllPub,0,1961,1961,2006
93,train,163500.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,876.0,AllPub,0,1921,2006,2009
94,train,133900.0,0,6,6,Y,0,None,CompShg,Hip,Normal,WD,99,Pave,9,1214.0,AllPub,0,1910,1998,2007
95,train,204750.0,162,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,824.0,AllPub,0,1997,1997,2007
96,train,185000.0,63,8,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,680.0,AllPub,232,1993,1993,2009
97,train,214000.0,29,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1588.0,AllPub,158,1999,1999,2006
98,train,94750.0,0,5,4,P,0,None,CompShg,Hip,Normal,WD,0,Pave,6,960.0,AllPub,120,1965,1965,2007
99,train,83000.0,0,5,5,Y,0,None,CompShg,Gable,Abnorml,COD,0,Pave,5,458.0,AllPub,0,1920,1950,2010
100,train,128950.0,0,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,950.0,AllPub,352,1959,1959,2010
101,train,205000.0,68,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1610.0,AllPub,168,1977,2001,2010
102,train,178000.0,46,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,741.0,AllPub,192,1985,1985,2010
103,train,118964.0,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,8,0.0,AllPub,0,1979,1979,2009
104,train,198900.0,36,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1226.0,AllPub,0,2009,2009,2010
105,train,169500.0,0,4,7,Y,0,None,CompShg,Gable,Normal,WD,184,Pave,7,1040.0,AllPub,0,1931,1950,2007
106,train,250000.0,45,5,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,9,1053.0,AllPub,140,2003,2004,2008
107,train,100000.0,0,7,4,N,0,None,CompShg,Mansard,Normal,WD,0,Pave,6,641.0,AllPub,0,1885,1995,2007
108,train,115000.0,0,5,5,Y,0,None,CompShg,Gable,Partial,WD,0,Pave,5,789.0,AllPub,0,1948,1950,2008
109,train,115000.0,0,7,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,7,793.0,AllPub,0,1919,2005,2007
110,train,190000.0,122,6,6,Y,0,None,CompShg,Hip,Normal,COD,0,Pave,7,1844.0,AllPub,0,1977,1977,2010
111,train,136900.0,0,4,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,994.0,AllPub,182,1954,1972,2006
112,train,180000.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,384.0,AllPub,180,2000,2000,2010
113,train,383970.0,184,5,7,Y,0,None,CompShg,Gable,Partial,New,168,Pave,10,1264.0,AllPub,120,2007,2007,2007
114,train,217000.0,120,5,6,Y,0,None,CompShg,Hip,Abnorml,COD,0,Pave,7,1809.0,AllPub,166,1953,1953,2007
115,train,259500.0,0,8,6,Y,0,None,CompShg,Gambrel,Normal,WD,0,Pave,9,1028.0,AllPub,224,1945,2002,2007
116,train,176000.0,32,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,729.0,AllPub,0,1999,1999,2007
117,train,139000.0,20,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1092.0,AllPub,0,1962,1962,2009
118,train,155000.0,64,5,5,Y,0,None,CompShg,Gable,Partial,New,0,Pave,5,1125.0,AllPub,80,2006,2007,2007
119,train,320000.0,0,5,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,11,1673.0,AllPub,367,1990,1990,2010
120,train,163990.0,24,5,6,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,728.0,AllPub,0,2005,2006,2006
121,train,180000.0,130,5,6,Y,0,None,Metal,Flat,Normal,WD,0,Pave,4,938.0,AllPub,0,1969,1969,2006
122,train,100000.0,0,5,4,P,0,None,CompShg,Gable,Normal,WD,0,Pave,4,732.0,AllPub,0,1939,1950,2007
123,train,136000.0,0,7,6,Y,0,None,CompShg,Hip,Normal,WD,130,Pave,5,1080.0,AllPub,0,1958,1958,2008
124,train,153900.0,63,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1199.0,AllPub,0,1993,1993,2008
125,train,181000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1362.0,AllPub,192,1979,1998,2009
126,train,84500.0,0,8,6,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,520.0,AllPub,53,1935,1982,2006
127,train,128000.0,205,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1078.0,AllPub,0,1976,1976,2007
128,train,87000.0,0,7,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,672.0,AllPub,0,1930,1950,2007
129,train,155000.0,108,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,660.0,AllPub,188,1966,1966,2006
130,train,150000.0,80,7,5,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,6,1008.0,AllPub,0,1958,1991,2006
131,train,226000.0,66,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,924.0,AllPub,105,1966,1966,2006
132,train,244000.0,48,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,992.0,AllPub,24,2000,2000,2009
133,train,150750.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1063.0,AllPub,0,1959,2002,2007
134,train,220000.0,25,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1267.0,AllPub,192,2001,2002,2009
135,train,180000.0,96,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1461.0,AllPub,0,1968,1993,2006
136,train,174000.0,0,6,7,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1304.0,AllPub,98,1970,1970,2008
137,train,143000.0,111,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1214.0,AllPub,0,1967,1967,2007
138,train,171000.0,0,5,7,Y,0,None,CompShg,Gable,Family,WD,0,Pave,9,1907.0,AllPub,0,1988,1989,2006
139,train,230000.0,106,5,8,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1004.0,AllPub,224,1999,2000,2008
140,train,231500.0,99,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,928.0,AllPub,276,1997,1997,2009
141,train,115000.0,0,5,4,Y,0,None,CompShg,Gable,Normal,ConLI,0,Pave,5,864.0,AllPub,0,1971,1971,2010
142,train,260000.0,24,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1734.0,AllPub,160,2005,2005,2006
143,train,166000.0,0,4,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,910.0,AllPub,0,1952,1952,2010
144,train,204000.0,29,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1490.0,AllPub,144,1999,1999,2009
145,train,125000.0,0,5,5,Y,0,None,CompShg,Gable,Abnorml,ConLI,0,Pave,10,1728.0,AllPub,0,1963,1963,2006
146,train,130000.0,40,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,970.0,AllPub,0,2004,2006,2006
147,train,105000.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,715.0,AllPub,48,1931,1993,2009
148,train,222500.0,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,884.0,AllPub,144,2001,2001,2010
149,train,141000.0,0,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1080.0,AllPub,0,2004,2005,2008
150,train,115000.0,114,4,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,896.0,AllPub,200,1936,1950,2006
151,train,122000.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,969.0,AllPub,0,1975,1975,2007
152,train,372402.0,102,5,8,Y,0,None,CompShg,Hip,Partial,New,0,Pave,6,1710.0,AllPub,0,2007,2008,2008
153,train,190000.0,66,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,825.0,AllPub,0,1971,1971,2006
154,train,235000.0,0,7,6,Y,0,None,CompShg,Flat,Normal,WD,0,Pave,4,1602.0,AllPub,409,1960,1975,2008
155,train,125000.0,0,5,6,Y,0,None,CompShg,Gable,Family,WD,0,Pave,7,1200.0,AllPub,0,1923,1950,2006
156,train,79000.0,8,5,6,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,572.0,AllPub,0,1924,1950,2008
157,train,109500.0,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,0.0,AllPub,0,1950,1950,2006
158,train,269500.0,75,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,774.0,AllPub,0,2009,2010,2010
159,train,254900.0,136,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,991.0,AllPub,0,2004,2005,2010
160,train,320000.0,132,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,9,1392.0,AllPub,239,2005,2006,2006
161,train,162500.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1232.0,AllPub,0,1984,1984,2008
162,train,412500.0,0,5,9,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,10,1572.0,AllPub,400,2003,2004,2008
163,train,220000.0,70,5,7,Y,0,None,CompShg,Gable,Partial,New,0,Pave,7,1541.0,AllPub,0,2005,2005,2010
164,train,103200.0,0,6,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,4,882.0,AllPub,0,1956,1956,2007
165,train,152000.0,0,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1149.0,AllPub,0,1926,2004,2007
166,train,127500.0,0,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,644.0,AllPub,140,1940,1999,2008
167,train,190000.0,0,5,5,Y,0,None,CompShg,Hip,Normal,COD,142,Pave,7,1617.0,AllPub,476,1955,1993,2009
168,train,325624.0,120,5,8,Y,0,None,CompShg,Gable,Partial,New,0,Pave,8,1582.0,AllPub,178,2007,2007,2007
169,train,183500.0,48,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,840.0,AllPub,100,2004,2004,2007
170,train,228000.0,64,6,8,Y,0,None,WdShake,Hip,Normal,WD,0,Pave,6,1686.0,AllPub,574,1981,1981,2006
171,train,128500.0,0,6,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,720.0,AllPub,237,1941,1950,2007
172,train,215000.0,62,5,6,P,0,None,CompShg,Hip,Normal,WD,0,Pave,7,1080.0,AllPub,210,1960,1960,2010
173,train,239000.0,35,7,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1064.0,AllPub,441,1987,1987,2006
174,train,163000.0,20,5,6,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,1362.0,AllPub,0,1961,1961,2008
175,train,184000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1606.0,AllPub,192,1986,1986,2008
176,train,243000.0,29,7,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,1202.0,AllPub,0,1950,2001,2007
177,train,211000.0,228,5,6,Y,0,None,CompShg,Gable,Normal,WD,192,Pave,8,1151.0,AllPub,0,1988,1989,2007
178,train,172500.0,0,5,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,8,1052.0,AllPub,0,1958,1958,2006
179,train,501837.0,60,5,9,Y,0,None,CompShg,Hip,Partial,New,0,Pave,9,2216.0,AllPub,0,2008,2009,2009
180,train,100000.0,0,6,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,5,968.0,AllPub,0,1923,2006,2007
181,train,177000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,756.0,AllPub,0,2000,2000,2007
182,train,200100.0,0,6,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,9,793.0,AllPub,0,1920,1950,2006
183,train,120000.0,0,6,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,7,0.0,AllPub,116,1957,2006,2007
184,train,200000.0,238,5,7,N,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1362.0,AllPub,280,2003,2003,2008
185,train,127000.0,0,8,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,504.0,AllPub,104,1908,1991,2006
186,train,475000.0,260,9,10,Y,0,None,WdShngl,Gable,Normal,WD,410,Pave,12,1107.0,AllPub,0,1892,1993,2006
187,train,173000.0,27,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1188.0,AllPub,168,1990,1991,2009
188,train,135000.0,0,7,5,N,0,None,CompShg,Gable,Normal,WD,0,Pave,8,660.0,AllPub,0,1916,1987,2009
189,train,153337.0,0,5,5,Y,0,None,CompShg,Gable,Alloca,WD,0,Pave,6,1086.0,AllPub,120,1979,1979,2009
190,train,286000.0,120,5,8,Y,0,None,CompShg,Gable,Normal,WD,224,Pave,5,1593.0,AllPub,0,2001,2002,2008
191,train,315000.0,74,8,8,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,10,853.0,AllPub,0,1932,1994,2007
192,train,184000.0,32,9,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,725.0,AllPub,0,1972,2004,2007
193,train,192000.0,35,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1431.0,AllPub,0,1999,1999,2009
194,train,130000.0,40,5,7,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,970.0,AllPub,0,2004,2004,2006
195,train,127000.0,0,7,5,Y,0,None,CompShg,Hip,Normal,WD,0,Pave,5,864.0,AllPub,0,1972,1972,2008
196,train,148500.0,0,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,7,855.0,AllPub,87,1976,1976,2009
197,train,311872.0,138,5,7,Y,0,None,CompShg,Hip,Partial,New,266,Pave,8,1726.0,AllPub,171,2007,2007,2007
198,train,235000.0,16,4,8,Y,512,Good,CompShg,Gable,Abnorml,WD,0,Pave,8,1360.0,AllPub,0,1918,1990,2006
199,train,104000.0,198,6,6,Y,0,None,CompShg,Gable,Abnorml,WD,0,Pave,8,755.0,AllPub,0,1912,1950,2009
200,train,274900.0,26,5,8,Y,0,None,CompShg,Hip,Normal,WD,170,Pave,7,1713.0,AllPub,0,2004,2005,2009
201,train,140000.0,64,5,4,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,1121.0,AllPub,132,2003,2004,2010
202,train,171500.0,83,6,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,6,1196.0,AllPub,238,1977,1977,2008
203,train,112000.0,0,6,6,Y,0,None,CompShg,Gable,Normal,COD,0,Pave,6,617.0,AllPub,0,1924,1950,2006
204,train,149000.0,0,5,6,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,3,848.0,AllPub,149,2004,2004,2008
205,train,110000.0,35,7,5,Y,0,None,CompShg,Gable,Normal,WD,0,Pave,5,720.0,AllPub,0,1947,1950,2009
