Id,source,SalePrice,Heating,HeatingQC,HouseStyle,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscFeature,MiscVal,MoSold,Neighborhood
39,train,109000,GasA,2,1Story,1,2,Lvl,Gtl,7922,Inside,68,Reg,0,20,RL,0,None,none,0,1,NAmes
40,train,82000,GasA,2,1Story,2,0,Lvl,Gtl,6040,Inside,65,Reg,0,90,RL,0,None,none,0,6,Edwards
41,train,160000,GasA,4,1Story,1,1,Lvl,Gtl,8658,Inside,84,Reg,0,20,RL,101,BrkFace,none,0,12,NAmes
42,train,170000,GasA,3,1Story,1,1,Lvl,Gtl,16905,Inside,115,Reg,0,20,RL,0,None,none,0,7,Timber
43,train,144000,GasA,3,SFoyer,1,2,Lvl,Gtl,9180,CulDSac,67,IR1,0,85,RL,0,None,none,0,12,SawyerW
44,train,130250,GasA,2,1Story,1,1,Lvl,Gtl,9200,CulDSac,70,IR1,0,20,RL,0,None,none,0,7,CollgCr
45,train,141000,GasA,4,1Story,1,1,Lvl,Gtl,7945,Inside,70,Reg,0,20,RL,0,None,none,0,5,NAmes
46,train,319900,GasA,4,1Story,1,3,Lvl,Gtl,7658,Inside,61,Reg,0,120,RL,412,BrkFace,none,0,2,NridgHt
47,train,239686,GasA,4,1.5Fin,1,2,Lvl,Gtl,12822,CulDSac,48,IR1,0,50,RL,0,None,none,0,8,Mitchel
48,train,249700,GasA,4,1Story,1,2,Lvl,Gtl,11096,Inside,84,Reg,0,20,FV,0,None,none,0,7,Somerst
49,train,113000,GasA,3,2Story,3,1,Lvl,Gtl,4456,Inside,33,Reg,0,190,RM,0,None,none,0,6,OldTown
50,train,127000,GasA,4,1Story,1,1,Lvl,Gtl,7742,Inside,66,Reg,0,20,RL,0,None,none,0,1,Sawyer
51,train,177000,GasA,3,2Story,1,1,Lvl,Gtl,13869,Corner,64,IR2,0,60,RL,0,None,none,0,7,Gilbert
52,train,114500,GasA,2,1.5Fin,1,1,Lvl,Gtl,6240,Inside,52,Reg,360,50,RM,0,None,Shed,400,9,BrkSide
53,train,110000,GasA,2,1Story,1,1,Bnk,Mod,8472,Corner,110,IR2,0,90,RM,0,None,none,0,5,IDOTRR
54,train,385000,GasA,3,1Story,1,2,Low,Gtl,50271,Inside,68,IR1,0,20,RL,0,None,none,0,11,Veenker
55,train,130000,GasA,2,SLvl,1,1,Bnk,Mod,7134,Inside,60,Reg,0,80,RL,0,None,none,0,2,NAmes
56,train,180500,GasA,3,1Story,1,1,Lvl,Gtl,10175,Inside,100,IR1,0,20,RL,272,BrkFace,none,0,7,NAmes
57,train,172500,GasA,4,2Story,1,2,Lvl,Gtl,2645,Inside,24,Reg,0,160,FV,456,BrkFace,none,0,8,Somerst
58,train,196500,GasA,4,2Story,1,2,Lvl,Gtl,11645,Corner,89,IR1,0,60,RL,0,None,none,0,8,CollgCr
59,train,438780,GasA,4,2Story,1,2,HLS,Gtl,13682,CulDSac,66,IR2,0,60,RL,1031,BrkFace,none,0,10,StoneBr
60,train,124900,GasA,4,1Story,1,1,Bnk,Gtl,7200,Inside,60,Reg,0,20,RL,0,None,none,0,1,CollgCr
61,train,158000,GasA,4,1Story,1,2,Lvl,Gtl,13072,Inside,63,Reg,0,20,RL,0,None,none,0,5,SawyerW
62,train,101000,GasA,2,2.5Unf,1,0,Lvl,Gtl,7200,Inside,60,Reg,0,75,RM,0,None,none,0,3,IDOTRR
63,train,202500,GasA,4,1Story,1,2,Lvl,Gtl,6442,Inside,44,IR1,0,120,RL,178,Stone,none,0,10,NridgHt
64,train,140000,GasA,3,2Story,1,1,Bnk,Gtl,10300,Inside,50,IR1,0,70,RM,0,None,none,0,4,OldTown
65,train,219500,GasA,4,2Story,1,2,Lvl,Gtl,9375,Inside,70,Reg,0,60,RL,573,BrkFace,none,0,2,CollgCr
66,train,317000,GasA,4,2Story,1,2,Lvl,Gtl,9591,Inside,76,Reg,0,60,RL,344,BrkFace,none,0,10,NridgHt
67,train,180000,GasA,2,1Story,1,1,Lvl,Gtl,19900,Inside,73,Reg,0,20,RL,287,BrkFace,none,0,7,NAmes
68,train,226000,GasA,4,1Story,1,2,Lvl,Gtl,10665,Inside,72,IR1,0,20,RL,167,BrkFace,none,0,6,CollgCr
69,train,80000,GasA,2,1Story,1,1,Lvl,Gtl,4608,Corner,47,Reg,0,30,RM,0,None,none,0,6,OldTown
70,train,225000,GasW,2,1.5Fin,1,1,Lvl,Gtl,15593,Corner,81,Reg,0,50,RL,0,None,none,0,7,ClearCr
71,train,244000,GasA,4,1Story,1,1,Lvl,Gtl,13651,Inside,95,IR1,0,20,RL,1115,BrkFace,none,0,2,NAmes
72,train,129500,GasA,2,1Story,1,1,Lvl,Gtl,7599,Corner,69,Reg,0,20,RL,0,None,none,0,6,Mitchel
73,train,185000,GasA,3,2Story,1,1,Lvl,Gtl,10141,Corner,74,IR1,0,60,RL,40,BrkFace,none,0,12,Gilbert
74,train,144900,GasA,3,1Story,1,1,Lvl,Gtl,10200,Inside,85,Reg,0,20,RL,104,BrkFace,none,0,5,NAmes
75,train,107400,GasA,3,2Story,2,1,Lvl,Gtl,5790,Corner,60,Reg,0,50,RM,0,None,none,0,5,OldTown
76,train,91000,GasA,2,SLvl,1,1,Lvl,Gtl,1596,Inside,21,Reg,0,180,RM,0,None,none,0,11,MeadowV
77,train,135750,GasA,4,1Story,1,1,Lvl,Gtl,8475,Inside,73,IR1,0,20,RL,0,None,none,0,4,NAmes
78,train,127000,GasA,2,1.5Fin,1,1,Lvl,Gtl,8635,Inside,50,Reg,0,50,RM,0,None,none,0,1,BrkSide
79,train,136500,GasA,2,1Story,2,1,Lvl,Gtl,10778,Inside,72,Reg,0,90,RL,0,None,none,0,4,Sawyer
80,train,110000,GasA,3,2Story,1,1,Lvl,Gtl,10440,Corner,60,Reg,0,50,RM,0,None,none,0,5,OldTown
81,train,193500,GasA,2,2Story,1,2,Lvl,Gtl,13000,Corner,100,Reg,0,60,RL,576,BrkFace,none,0,6,NAmes
82,train,153500,GasA,4,1Story,1,1,Lvl,Gtl,4500,FR2,32,Reg,0,120,RM,443,BrkFace,none,0,3,Mitchel
83,train,245000,GasA,4,1Story,1,2,Lvl,Gtl,10206,Inside,78,Reg,0,20,RL,468,Stone,none,0,10,Somerst
84,train,126500,GasA,3,1Story,1,1,Lvl,Gtl,8892,Inside,80,IR1,0,20,RL,66,BrkCmn,none,0,7,NAmes
85,train,168500,GasA,3,SLvl,1,1,Lvl,Gtl,8530,Inside,64,IR1,0,80,RL,22,BrkFace,Shed,700,5,Gilbert
86,train,260000,GasA,4,2Story,1,2,Lvl,Gtl,16059,Corner,121,Reg,0,60,RL,284,BrkFace,none,0,4,NoRidge
87,train,174000,GasA,4,2Story,1,2,Lvl,Gtl,11911,Inside,122,IR2,0,60,RL,0,None,none,0,3,Gilbert
88,train,164500,GasA,4,2Story,1,2,Lvl,Gtl,3951,Corner,40,Reg,0,160,FV,76,Stone,none,0,6,Somerst
89,train,85000,GasA,2,1.5Fin,1,0,Lvl,Gtl,8470,Corner,105,IR1,513,50,C (all),0,None,none,0,10,IDOTRR
90,train,123600,GasA,4,1Story,1,1,Lvl,Gtl,8070,Inside,60,Reg,0,20,RL,0,None,none,0,8,CollgCr
91,train,109900,GasA,2,1Story,1,1,Lvl,Gtl,7200,Inside,60,Reg,0,20,RL,0,None,none,0,7,NAmes
92,train,98600,GasA,2,1Story,1,1,Lvl,Gtl,8500,Inside,85,Reg,0,20,RL,203,BrkCmn,none,0,12,NAmes
93,train,163500,GasA,4,1Story,1,1,HLS,Gtl,13360,Inside,80,IR1,0,30,RL,0,None,none,0,8,Crawfor
94,train,133900,GasW,4,2.5Unf,2,1,Lvl,Gtl,7200,Corner,60,Reg,0,190,C (all),0,None,none,0,11,OldTown
95,train,204750,GasA,4,2Story,1,2,Lvl,Gtl,9337,Inside,69,IR1,0,60,RL,0,None,none,0,5,CollgCr
96,train,185000,GasA,3,2Story,1,1,Lvl,Gtl,9765,Corner,64,IR2,0,60,RL,68,BrkFace,Shed,480,4,Gilbert
97,train,214000,GasA,4,1Story,1,2,Lvl,Gtl,10264,Inside,78,IR1,0,20,RL,183,BrkFace,none,0,8,CollgCr
98,train,94750,GasA,2,1Story,1,1,HLS,Gtl,10921,Inside,73,Reg,0,20,RL,48,BrkFace,none,0,5,Edwards
99,train,83000,GasA,1,1Story,1,1,Lvl,Gtl,10625,Corner,85,Reg,0,30,RL,0,None,Shed,400,5,Edwards
100,train,128950,GasA,1,1Story,1,1,Lvl,Gtl,9320,Inside,77,IR1,0,20,RL,0,None,Shed,400,1,NAmes
101,train,205000,GasA,3,1Story,1,2,Lvl,Gtl,10603,Inside,80,IR1,0,20,RL,28,BrkFace,none,0,2,NWAmes
102,train,178000,GasA,2,2Story,1,2,Lvl,Gtl,9206,Inside,77,Reg,0,60,RL,336,BrkFace,none,0,6,SawyerW
103,train,118964,GasA,2,1Story,2,1,Bnk,Gtl,7018,Inside,64,Reg,0,90,RL,0,None,none,0,6,SawyerW
104,train,198900,GasA,4,1Story,1,2,Lvl,Gtl,10402,Corner,94,IR1,0,20,RL,0,None,none,0,5,CollgCr
105,train,169500,GasA,4,1.5Fin,1,1,Lvl,Gtl,7758,Corner,60,Reg,0,50,RM,600,BrkFace,none,0,6,IDOTRR
106,train,250000,GasA,4,2Story,1,2,Lvl,Gtl,9375,Inside,75,Reg,0,60,FV,768,BrkFace,none,0,8,Somerst
107,train,100000,GasA,3,1Story,1,1,Lvl,Gtl,10800,Inside,60,Reg,0,30,RM,0,None,Shed,450,8,OldTown
108,train,115000,GasA,4,1Story,1,1,Lvl,Gtl,6000,Inside,50,Reg,0,20,RM,0,None,none,0,4,OldTown
109,train,115000,GasW,2,1.5Fin,1,0,Lvl,Gtl,8500,Corner,85,Reg,0,50,RM,0,None,none,0,8,IDOTRR
110,train,190000,GasA,4,1Story,1,1,Lvl,Gtl,11751,Inside,105,IR1,0,20,RL,480,BrkFace,none,0,1,NWAmes
111,train,136900,GasA,3,1.5Fin,1,1,Lvl,Gtl,9525,Inside,75,Reg,0,50,RL,0,None,none,0,10,Edwards
112,train,180000,GasA,4,SLvl,1,1,Lvl,Gtl,7750,Inside,64,IR1,0,80,RL,0,None,none,0,4,Gilbert
113,train,383970,GasA,4,2Story,1,3,Lvl,Gtl,9965,Inside,77,Reg,0,60,RL,220,Stone,none,0,10,CollgCr
114,train,217000,GasA,2,1Story,1,2,Bnk,Gtl,21000,Corner,70,Reg,0,20,RL,184,BrkFace,none,0,10,Crawfor
115,train,259500,GasA,4,2Story,1,2,Lvl,Mod,7259,Inside,61,IR1,0,70,RL,0,None,none,0,7,Crawfor
116,train,176000,GasA,3,2Story,1,1,Lvl,Gtl,3230,Corner,34,Reg,0,160,FV,1129,BrkFace,none,0,6,Somerst
117,train,139000,GasA,2,1Story,1,1,Lvl,Gtl,11616,Inside,72,Reg,0,20,RL,116,BrkFace,none,0,9,Sawyer
118,train,155000,GasA,3,1Story,1,1,Lvl,Gtl,8536,Corner,74,Reg,0,20,RL,0,None,none,0,4,Edwards
119,train,320000,GasA,3,2Story,1,2,Lvl,Gtl,12376,Corner,90,Reg,0,60,RL,0,None,none,0,5,SawyerW
120,train,163990,GasA,4,2Story,1,2,Lvl,Gtl,8461,Inside,65,Reg,0,60,RL,0,None,none,0,7,CollgCr
121,train,180000,GasA,4,SLvl,1,1,Low,Sev,21453,CulDSac,80.5,IR1,0,80,RL,0,None,none,0,10,ClearCr
122,train,100000,GasA,3,1.5Fin,1,1,Lvl,Gtl,6060,Inside,50,Reg,0,50,RM,0,None,none,0,6,IDOTRR
123,train,136000,GasA,3,1Story,1,1,Lvl,Gtl,9464,Corner,75,Reg,0,20,RL,135,BrkFace,none,0,6,NAmes
124,train,153900,GasA,4,1Story,1,2,Lvl,Gtl,7892,Inside,55,Reg,0,120,RL,0,None,none,0,3,SawyerW
125,train,181000,GasA,2,1Story,1,1,Lvl,Gtl,17043,CulDSac,48,IR1,0,20,RL,0,None,none,0,1,NWAmes
126,train,84500,GasA,3,1.5Fin,1,1,Lvl,Gtl,6780,Inside,60,Reg,234,190,RM,0,None,none,0,6,IDOTRR
127,train,128000,GasA,2,1Story,1,1,Lvl,Gtl,4928,Inside,24,IR1,0,120,RL,0,None,none,0,2,NPkVill
128,train,87000,GasA,4,1.5Unf,1,1,Bnk,Gtl,4388,Inside,55,IR1,0,45,RM,0,None,none,0,6,OldTown
129,train,155000,GasA,2,2Story,1,1,Lvl,Gtl,7590,Inside,69,Reg,0,60,RL,266,BrkFace,none,0,7,NAmes
130,train,150000,GasA,2,1Story,1,3,Lvl,Gtl,8973,Inside,69,Reg,0,20,RL,85,BrkFace,none,0,7,NAmes
131,train,226000,GasA,4,2Story,1,2,Lvl,Gtl,14200,Corner,88,Reg,0,60,RL,309,BrkFace,none,0,5,NAmes
132,train,244000,GasA,4,2Story,1,2,Lvl,Gtl,12224,Corner,64,IR1,0,60,RL,40,BrkFace,none,0,7,Gilbert
133,train,150750,GasA,3,1Story,1,2,Lvl,Gtl,7388,Corner,75,Reg,0,20,RL,0,None,none,0,7,NAmes
134,train,220000,GasA,4,1Story,1,2,Lvl,Gtl,6853,Inside,82,IR1,0,20,RL,136,BrkFace,none,0,6,Timber
135,train,180000,GasA,3,1Story,1,1,Lvl,Gtl,10335,Inside,78,IR1,0,20,RL,0,None,none,0,7,Sawyer
136,train,174000,GasA,3,1Story,1,1,Lvl,Gtl,10400,Inside,80,Reg,0,20,RL,288,BrkFace,none,0,5,NWAmes
137,train,143000,GasA,2,1Story,1,1,Lvl,Gtl,10355,Corner,73,IR1,0,20,RL,196,BrkFace,none,0,7,NAmes
138,train,171000,GasA,3,1Story,2,1,Lvl,Gtl,11070,Inside,82,Reg,0,90,RL,70,BrkFace,none,0,7,Mitchel
139,train,230000,GasA,4,2Story,1,2,Lvl,Gtl,9066,Inside,73,IR1,0,60,RL,320,BrkFace,none,0,12,CollgCr
140,train,231500,GasA,4,2Story,1,2,Lvl,Gtl,15426,Inside,65,IR1,0,60,RL,0,None,none,0,8,CollgCr
141,train,115000,GasA,2,1Story,1,1,Lvl,Gtl,10500,FR2,70,Reg,0,20,RL,0,None,none,0,4,NAmes
142,train,260000,GasA,4,1Story,1,2,Lvl,Gtl,11645,Inside,78,Reg,0,20,RL,0,None,none,0,1,CollgCr
143,train,166000,GasA,1,1.5Fin,1,1,Lvl,Gtl,8520,Corner,71,Reg,0,50,RL,0,None,none,0,6,NAmes
144,train,204000,GasA,4,1Story,1,2,Lvl,Gtl,10335,Inside,78,IR1,0,20,RL,183,BrkFace,none,0,6,CollgCr
145,train,125000,GasA,2,1Story,2,1,Lvl,Gtl,9100,Inside,70,Reg,0,90,RM,336,BrkFace,none,0,11,Sawyer
146,train,130000,GasA,4,2Story,1,2,Lvl,Gtl,2522,Inside,24,Reg,0,160,RM,50,Stone,none,0,4,Edwards
147,train,105000,GasA,2,1Story,1,1,Lvl,Gtl,6120,Corner,51,Reg,0,30,RM,0,None,none,0,11,BrkSide
148,train,222500,GasA,4,2Story,1,2,Lvl,Gtl,9505,CulDSac,64,IR1,0,60,RL,180,BrkFace,none,0,5,Gilbert
149,train,141000,GasA,4,1Story,1,2,Lvl,Gtl,7500,Inside,63,Reg,0,20,RL,120,BrkFace,none,0,4,SawyerW
150,train,115000,GasA,3,1.5Fin,1,1,Lvl,Gtl,6240,Inside,51,Reg,0,50,RM,0,None,none,0,4,BrkSide
151,train,122000,GasA,2,1Story,1,1,Lvl,Gtl,10356,Corner,120,Reg,0,20,RL,0,None,none,0,1,CollgCr
152,train,372402,GasA,4,1Story,1,2,Lvl,Gtl,13891,Inside,107,Reg,0,20,RL,436,Stone,none,0,1,NridgHt
153,train,190000,GasA,3,2Story,1,1,Lvl,Gtl,14803,CulDSac,80,IR1,0,60,RL,252,BrkFace,none,0,6,NWAmes
154,train,235000,GasA,3,1Story,1,1,Lvl,Gtl,13500,Inside,80.5,Reg,0,20,RL,0,None,none,0,3,ClearCr
155,train,125000,GasA,2,1Story,1,1,Lvl,Gtl,11340,Corner,84,Reg,0,30,RM,0,None,none,0,3,OldTown
156,train,79000,Grav,1,1.5Fin,1,1,Lvl,Gtl,9600,Corner,60,Reg,0,50,RL,0,None,none,0,4,Edwards
157,train,109500,GasA,2,1Story,1,1,Lvl,Gtl,7200,Inside,60,Reg,0,20,RL,0,None,none,0,6,NAmes
158,train,269500,GasA,4,2Story,1,3,Lvl,Gtl,12003,Corner,92,Reg,0,60,RL,84,BrkFace,none,0,5,Timber
159,train,254900,GasA,4,2Story,1,2,Lvl,Gtl,12552,Corner,100,Reg,0,60,FV,0,None,none,0,5,Somerst
160,train,320000,GasA,4,2Story,1,2,HLS,Gtl,19378,Corner,134,IR1,0,60,RL,456,BrkFace,none,0,3,Gilbert
161,train,162500,GasA,2,1Story,1,1,Lvl,Gtl,11120,CulDSac,80,IR1,0,20,RL,0,None,none,0,6,Veenker
162,train,412500,GasA,4,2Story,1,3,Lvl,Gtl,13688,Inside,110,IR1,0,60,RL,664,BrkFace,none,0,3,NridgHt
163,train,220000,GasA,4,1Story,1,2,Lvl,Gtl,12182,Corner,95,Reg,0,20,RL,226,BrkFace,none,0,5,NridgHt
164,train,103200,GasA,4,1.5Unf,1,1,Lvl,Gtl,5500,Inside,55,Reg,0,45,RL,0,None,none,0,4,OldTown
165,train,152000,GasA,3,1Story,1,2,Lvl,Gtl,5400,Corner,40,Reg,0,40,RM,0,None,none,0,10,OldTown
166,train,127500,GasA,3,1.5Fin,2,1,Lvl,Gtl,10106,Inside,62,Reg,0,190,RL,0,None,none,0,9,Edwards
167,train,190000,GasA,4,1Story,1,1,Lvl,Gtl,10708,Inside,80.5,IR1,0,20,RL,0,None,none,0,11,ClearCr
168,train,325624,GasA,4,2Story,1,3,Lvl,Gtl,10562,Inside,86,Reg,0,60,RL,300,Stone,none,0,11,NridgHt
169,train,183500,GasA,4,2Story,1,2,Lvl,Gtl,8244,Inside,62,IR1,0,60,RL,0,None,none,0,5,Gilbert
170,train,228000,GasA,2,1Story,1,1,Lvl,Gtl,16669,Corner,82,IR1,0,20,RL,653,BrkFace,none,0,1,Timber
171,train,128500,GasA,2,1.5Fin,1,1,Lvl,Gtl,12358,Inside,60,IR1,528,50,RM,0,None,none,0,5,OldTown
172,train,215000,GasA,1,1Story,1,1,Lvl,Gtl,31770,Corner,141,IR1,0,20,RL,112,Stone,none,0,5,NAmes
173,train,239000,GasA,3,2Story,1,2,Lvl,Gtl,5306,Inside,44,IR1,0,160,RL,0,None,none,0,6,StoneBr
174,train,163000,GasA,2,1Story,1,1,Lvl,Gtl,10197,Inside,80,IR1,0,20,RL,491,BrkCmn,none,0,6,NAmes
175,train,184000,GasA,2,1Story,1,1,Lvl,Gtl,12416,Inside,47,IR1,0,20,RL,132,Stone,none,0,11,Timber
176,train,243000,GasA,2,1Story,1,2,Lvl,Gtl,12615,Corner,84,Reg,0,20,RL,0,None,none,0,6,Edwards
177,train,211000,GasA,2,2Story,1,1,Lvl,Gtl,10029,Corner,97,IR1,0,60,RL,268,BrkFace,none,0,9,ClearCr
178,train,172500,GasA,4,1.5Fin,1,2,Lvl,Gtl,13650,Inside,72,Reg,0,50,RL,0,None,none,0,7,Sawyer
179,train,501837,GasA,4,1Story,1,3,Lvl,Gtl,17423,CulDSac,63,IR1,0,20,RL,748,Stone,none,0,7,StoneBr
180,train,100000,GasA,2,1Story,1,1,Lvl,Gtl,8520,Inside,60,Reg,0,30,RM,0,None,none,0,7,OldTown
181,train,177000,GasA,4,2Story,1,2,Lvl,Gtl,2117,Inside,72.5,Reg,0,160,FV,456,BrkFace,none,0,6,Somerst
182,train,200100,GasA,3,2Story,1,1,Lvl,Gtl,7588,Inside,54,Reg,0,70,RL,0,None,none,0,7,Crawfor
183,train,120000,GasA,4,1Story,1,1,Lvl,Gtl,9060,Inside,60,Reg,0,20,RL,98,BrkFace,none,0,6,Edwards
184,train,200000,GasA,4,1.5Fin,1,2,Lvl,Gtl,11426,Inside,63,Reg,0,50,RM,0,None,none,0,6,OldTown
185,train,127000,GasA,3,1.5Fin,1,1,Lvl,Gtl,7438,Inside,92,IR1,0,50,RL,0,None,none,0,6,BrkSide
186,train,475000,GasA,4,2.5Fin,1,3,Lvl,Gtl,22950,Inside,90,IR2,572,75,RM,0,None,none,0,6,OldTown
187,train,173000,GasA,4,SLvl,1,2,Lvl,Gtl,9947,CulDSac,74,IR1,0,80,RL,0,None,none,0,6,Mitchel
188,train,135000,GasA,4,1.5Fin,1,1,Lvl,Gtl,10410,Inside,60,Reg,144,50,RL,0,None,none,0,8,OldTown
189,train,153337,GasA,2,SFoyer,2,1,Bnk,Gtl,7018,Inside,64,Reg,0,90,RL,275,Stone,none,0,6,SawyerW
190,train,286000,GasA,4,1Story,1,3,Lvl,Gtl,4923,Inside,41,Reg,0,120,RL,0,None,none,0,8,StoneBr
191,train,315000,GasA,2,2Story,1,2,Bnk,Mod,10570,Inside,70,Reg,0,70,RL,0,None,none,0,12,Crawfor
192,train,184000,GasA,3,2Story,1,2,Lvl,Gtl,7472,CulDSac,73,IR1,0,60,RL,138,BrkFace,none,0,6,NAmes
193,train,192000,GasA,4,1Story,1,2,Lvl,Gtl,9017,Inside,68,IR1,0,20,RL,0,None,none,0,9,CollgCr
194,train,130000,GasA,4,2Story,1,2,Lvl,Gtl,2522,Inside,24,Reg,0,160,RM,50,Stone,none,0,5,Edwards
195,train,127000,GasA,2,1Story,1,1,Lvl,Gtl,7180,Inside,60,IR1,0,20,RL,0,None,none,0,5,CollgCr
196,train,148500,GasA,2,2Story,1,1,Lvl,Gtl,2280,FR2,24,Reg,0,160,RL,0,None,none,0,7,NPkVill
197,train,311872,GasA,4,1Story,1,3,Lvl,Gtl,9416,Inside,79,Reg,0,20,RL,205,Stone,none,0,9,Somerst
198,train,235000,GasA,3,2Story,1,2,Lvl,Gtl,25419,Corner,174,Reg,392,75,RL,0,None,none,0,3,NAmes
199,train,104000,GasA,4,2.5Fin,1,1,Lvl,Gtl,5520,Corner,92,Reg,371,75,RM,0,None,none,0,7,OldTown
