Id,source,SalePrice,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath
21,train,325300,0,3,4,VinylSd,VinylSd,0,4,1,PConc,3,7,853,3,3,2,3,BuiltIn,2005,2376,1
22,train,139400,205,3,3,Wd Sdng,Wd Sdng,4,4,1,PConc,1,7,280,1,3,1,3,Attchd,1930,1108,0
23,train,230000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,534,2,3,2,3,Attchd,2002,1795,0
24,train,129900,0,3,3,CemntBd,CmentBd,0,3,1,PConc,1,7,572,2,3,1,3,Attchd,1976,1060,0
25,train,154000,0,4,3,Plywood,Plywood,3,3,1,CBlock,1,7,270,1,3,1,3,Attchd,1968,1060,0
26,train,256300,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,890,3,3,2,3,Attchd,2007,1600,0
27,train,134800,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,576,2,3,1,3,Detchd,2005,900,0
28,train,306000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,772,3,3,2,3,Attchd,2008,1704,0
29,train,207500,0,3,3,MetalSd,MetalSd,0,4,2,CBlock,1,7,319,1,3,2,3,Attchd,1957,1600,0
30,train,68500,87,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,7,240,1,3,1,2,Detchd,1920,520,0
31,train,40000,172,2,3,BrkFace,BrkFace,3,0,0,BrkTil,1,7,250,1,2,1,3,Detchd,1920,1317,0
32,train,149350,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,271,1,3,1,3,Attchd,1966,1228,1
33,train,179900,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,484,2,3,2,3,Attchd,2007,1234,0
34,train,165500,0,3,3,BrkFace,BrkFace,0,4,1,CBlock,1,7,447,2,3,2,3,Attchd,1959,1700,1
35,train,277500,0,3,5,MetalSd,MetalSd,0,4,1,PConc,2,7,556,2,3,3,3,Attchd,2005,1561,0
36,train,309000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,3,7,691,3,3,3,3,BuiltIn,2004,2452,1
37,train,145000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,672,2,3,1,3,Attchd,1995,1097,1
38,train,153000,0,3,3,Wd Sdng,Wd Sdng,0,3,1,CBlock,1,7,498,2,3,3,3,Attchd,1954,1297,0
39,train,109000,0,4,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,246,1,3,1,3,Detchd,1953,1057,0
40,train,82000,0,3,3,AsbShng,Plywood,0,0,0,PConc,2,7,0,0,0,0,0,NoGarage,1894,1152,0
41,train,160000,0,3,3,Wd Sdng,Wd Sdng,2,3,1,CBlock,2,7,440,2,3,2,3,Attchd,1965,1324,0
42,train,170000,0,4,3,VinylSd,VinylSd,0,4,2,CBlock,1,7,308,1,3,2,3,Attchd,1959,1328,1
43,train,144000,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,504,2,4,2,3,Attchd,1983,884,0
44,train,130250,0,3,3,VinylSd,VinylSd,3,0,0,CBlock,1,7,308,1,3,1,3,Detchd,1977,938,0
45,train,141000,0,3,3,BrkFace,Wd Sdng,0,0,0,CBlock,1,7,300,1,3,2,3,Attchd,1959,1150,0
46,train,319900,0,3,5,MetalSd,MetalSd,0,4,1,PConc,2,7,576,2,3,2,3,Attchd,2005,1752,0
47,train,239686,0,3,4,VinylSd,VinylSd,0,5,1,PConc,1,7,670,2,3,2,3,Attchd,2003,2149,1
48,train,249700,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,826,3,3,2,3,Attchd,2006,1656,0
49,train,113000,102,3,3,MetalSd,MetalSd,0,0,0,BrkTil,2,7,0,0,0,0,0,NoGarage,1894,1452,0
50,train,127000,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,386,1,3,1,3,Attchd,1966,955,0
51,train,177000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,7,388,2,3,3,3,Attchd,1997,1470,0
52,train,114500,0,3,3,Wd Sdng,Wd Sdng,3,4,1,PConc,1,7,528,2,3,1,3,Detchd,1985,1176,0
53,train,110000,0,3,2,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,516,2,3,1,3,CarPort,1963,816,0
54,train,385000,0,3,4,WdShing,Wd Shng,0,4,1,CBlock,0,7,894,3,3,3,3,Attchd,1981,1842,1
55,train,130000,0,3,3,MetalSd,MetalSd,3,3,1,CBlock,1,6,572,2,3,1,3,Detchd,1962,1360,0
56,train,180500,0,3,3,HdBoard,Plywood,0,4,1,CBlock,2,7,576,2,3,2,3,Attchd,1964,1425,0
57,train,172500,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,7,480,2,3,3,3,Attchd,1999,1739,1
58,train,196500,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,565,2,3,2,3,Attchd,2004,1720,1
59,train,438780,37,3,5,VinylSd,VinylSd,0,4,1,PConc,3,7,641,3,3,3,3,BuiltIn,2006,2945,1
60,train,124900,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,352,1,3,1,3,Detchd,1973,780,0
61,train,158000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,576,2,3,1,3,Detchd,2006,1158,1
62,train,101000,144,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,7,288,1,3,1,3,Detchd,1935,1111,0
63,train,202500,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,484,2,3,2,3,Attchd,2006,1370,0
64,train,140000,64,3,3,Stucco,Stucco,4,0,0,BrkTil,2,7,480,2,3,1,3,Detchd,1990,1710,0
65,train,219500,0,3,3,VinylSd,VinylSd,4,0,0,PConc,2,7,645,2,3,2,3,Attchd,1998,2034,1
66,train,317000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,852,3,3,2,3,BuiltIn,2004,2473,1
67,train,180000,0,3,3,Plywood,Plywood,0,4,1,CBlock,2,6,576,2,3,2,3,Attchd,1970,2207,0
68,train,226000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,558,2,3,2,3,Attchd,2003,1479,0
69,train,80000,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,220,1,3,1,3,Attchd,1945,747,0
70,train,225000,114,3,4,BrkFace,AsbShng,0,3,1,CBlock,2,7,667,2,3,3,3,Attchd,1953,2287,0
71,train,244000,0,4,3,Plywood,Plywood,0,4,2,CBlock,2,7,516,2,3,3,3,Attchd,1973,2223,0
72,train,129500,0,3,3,HdBoard,Plywood,0,0,0,CBlock,1,7,360,2,3,1,3,Detchd,1987,845,0
73,train,185000,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,427,2,3,3,3,Attchd,1998,1718,1
74,train,144900,0,3,3,Wd Sdng,Wd Sdng,2,0,0,CBlock,1,7,490,2,3,1,3,Attchd,1989,1086,0
75,train,107400,202,4,4,VinylSd,VinylSd,0,0,0,CBlock,2,7,379,1,3,1,3,Detchd,1915,1605,0
76,train,91000,0,3,3,CemntBd,CmentBd,2,0,0,CBlock,1,7,297,1,3,1,3,BuiltIn,1973,988,0
77,train,135750,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,283,1,3,1,3,Detchd,1956,952,0
78,train,127000,0,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,6,240,1,3,1,3,Detchd,1948,1285,0
79,train,136500,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,7,0,0,0,0,0,NoGarage,1894,1768,0
80,train,110000,128,3,3,Wd Sdng,Wd Sdng,3,0,0,PConc,1,7,440,2,3,1,3,Detchd,1966,1230,1
81,train,193500,0,4,3,VinylSd,VinylSd,0,4,1,CBlock,2,7,509,1,3,3,3,Attchd,1968,2142,1
82,train,153500,0,4,3,VinylSd,VinylSd,0,0,0,PConc,2,7,405,2,3,3,3,Attchd,1998,1337,0
83,train,245000,0,3,3,VinylSd,VinylSd,0,4,1,PConc,2,7,758,3,3,2,3,Attchd,2007,1563,0
84,train,126500,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,461,2,3,1,3,Detchd,1974,1065,1
85,train,168500,0,3,3,HdBoard,HdBoard,0,3,1,PConc,2,7,400,2,3,3,3,BuiltIn,1995,1474,1
86,train,260000,0,3,4,HdBoard,HdBoard,0,3,1,CBlock,2,7,462,2,3,1,3,Attchd,1991,2417,1
87,train,174000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,400,2,3,3,3,BuiltIn,2005,1560,1
88,train,164500,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,528,2,3,2,3,Detchd,2009,1224,1
89,train,85000,156,2,2,Plywood,Plywood,3,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,1526,0
90,train,123600,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,0,0,0,0,0,NoGarage,1894,990,0
91,train,109900,0,3,3,BrkFace,Wd Sdng,0,0,0,Slab,1,7,420,2,3,1,3,Detchd,1950,1040,0
92,train,98600,0,3,3,HdBoard,HdBoard,2,0,0,CBlock,1,7,480,2,3,1,3,Attchd,1961,1235,0
93,train,163500,44,4,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,432,2,3,1,3,Detchd,1921,964,0
94,train,133900,0,3,3,MetalSd,MetalSd,0,4,1,BrkTil,2,7,506,2,3,1,3,Detchd,1900,2291,0
95,train,204750,0,4,3,VinylSd,VinylSd,0,0,0,PConc,2,7,684,2,3,2,3,Attchd,1997,1786,1
96,train,185000,0,4,5,VinylSd,VinylSd,0,3,1,PConc,2,7,420,2,3,3,3,BuiltIn,1993,1470,1
97,train,214000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,472,2,3,2,3,Attchd,1999,1588,0
98,train,94750,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,432,1,3,3,3,Attchd,1965,960,0
99,train,83000,77,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,366,1,3,1,2,Basment,1920,835,0
100,train,128950,0,3,3,Plywood,Plywood,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,1225,1
101,train,205000,0,3,3,Plywood,Plywood,0,3,2,PConc,2,7,480,2,3,2,3,Attchd,1977,1610,0
102,train,178000,0,3,4,HdBoard,HdBoard,0,3,1,CBlock,2,7,476,2,3,3,3,Attchd,1985,1732,1
103,train,118964,0,2,3,HdBoard,HdBoard,0,0,0,Slab,2,7,410,2,3,1,3,Attchd,1979,1535,0
104,train,198900,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,7,740,3,3,2,3,Attchd,2009,1226,0
105,train,169500,0,2,3,Stucco,Stucco,0,3,2,PConc,1,7,240,1,3,1,3,Detchd,1951,1818,1
106,train,250000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,648,2,3,2,3,Attchd,2003,1992,1
107,train,1.00E+05,0,3,3,VinylSd,VinylSd,0,0,0,BrkTil,1,7,273,1,2,1,2,Detchd,1954,1047,0
108,train,115000,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,1,7,250,1,3,1,3,Detchd,1948,789,0
109,train,115000,144,3,3,CemntBd,CmentBd,0,0,0,CBlock,2,7,0,0,0,0,0,NoGarage,1894,1517,0
110,train,190000,0,3,3,Plywood,Plywood,3,3,1,CBlock,2,7,546,2,3,2,3,Attchd,1977,1844,0
111,train,136900,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,2,7,325,1,3,1,3,Attchd,1954,1855,0
112,train,180000,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,400,2,3,3,3,BuiltIn,2000,1430,1
113,train,383970,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,792,3,3,3,3,BuiltIn,2007,2696,1
114,train,217000,192,4,3,Wd Sdng,Wd Sdng,3,4,2,CBlock,2,7,450,2,3,1,3,Basment,1953,2259,0
115,train,259500,0,3,3,Wd Sdng,Wd Sdng,3,3,1,CBlock,2,7,180,1,3,1,3,Detchd,1945,2320,1
116,train,176000,0,3,3,MetalSd,MetalSd,0,2,1,PConc,2,7,440,2,3,1,3,Detchd,1999,1458,1
117,train,139000,144,3,3,Wd Sdng,Wd Sdng,0,1,1,CBlock,1,7,288,1,3,1,3,Attchd,1962,1092,0
118,train,155000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,430,2,3,1,3,Attchd,2007,1125,1
119,train,320000,0,3,3,Plywood,Plywood,0,3,2,PConc,3,7,594,3,3,1,3,Attchd,1990,3222,0
120,train,163990,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,390,2,3,3,3,Attchd,2005,1456,1
121,train,180000,0,3,3,Plywood,Plywood,0,3,2,CBlock,1,7,540,2,3,1,3,Attchd,1969,988,0
122,train,1.00E+05,140,3,3,AsbShng,AsbShng,3,0,0,PConc,1,7,264,1,3,1,3,Detchd,1979,1123,0
123,train,136000,0,4,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,288,1,3,1,3,Attchd,1958,1080,0
124,train,153900,0,3,4,Plywood,Plywood,0,0,0,PConc,2,7,530,2,3,2,3,Attchd,1993,1199,0
125,train,181000,0,4,3,HdBoard,HdBoard,0,3,1,CBlock,2,7,435,2,3,1,3,Attchd,1979,1586,0
126,train,84500,0,2,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,754,0
127,train,128000,0,3,3,Plywood,Plywood,0,3,1,CBlock,2,7,440,2,3,2,3,Attchd,1977,958,0
128,train,87000,0,4,3,WdShing,Wd Sdng,0,3,1,BrkTil,1,7,0,0,0,0,0,NoGarage,1894,840,0
129,train,155000,0,3,3,VinylSd,VinylSd,0,2,1,CBlock,1,7,453,2,3,2,3,Attchd,1966,1348,1
130,train,150000,0,3,3,Plywood,Plywood,1,0,0,CBlock,1,7,750,2,3,2,3,2Types,1998,1053,1
131,train,226000,0,3,3,MetalSd,MetalSd,4,4,2,CBlock,2,7,487,2,3,3,3,Attchd,1966,2157,1
132,train,244000,0,3,4,VinylSd,VinylSd,0,3,1,PConc,2,7,390,2,3,2,3,BuiltIn,2000,2054,1
133,train,150750,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,624,2,3,1,3,Detchd,1974,1327,0
134,train,220000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,471,2,3,3,3,Attchd,2001,1296,0
135,train,180000,180,3,3,Plywood,Plywood,3,3,1,CBlock,2,6,440,2,3,2,3,Attchd,1968,1721,1
136,train,174000,0,3,3,Plywood,Plywood,3,4,1,PConc,2,7,530,2,3,1,3,Attchd,1970,1682,0
137,train,143000,0,3,3,MetalSd,MetalSd,0,2,1,CBlock,2,7,318,1,3,2,3,Attchd,1967,1214,0
138,train,171000,0,3,3,VinylSd,VinylSd,0,0,0,CBlock,3,7,766,3,3,1,3,2Types,1989,1959,0
139,train,230000,0,3,4,VinylSd,VinylSd,4,3,2,PConc,2,7,660,3,3,3,3,Attchd,1999,1852,1
140,train,231500,0,3,3,VinylSd,VinylSd,3,0,0,PConc,2,7,470,2,3,2,3,Attchd,1997,1764,1
141,train,115000,0,3,3,HdBoard,HdBoard,0,1,1,CBlock,1,7,0,0,0,0,0,NoGarage,1894,864,0
142,train,260000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,660,2,3,3,3,Attchd,2005,1734,0
143,train,166000,0,2,3,BrkFace,Wd Sdng,3,0,0,CBlock,2,7,720,2,3,1,3,Detchd,2000,1385,0
144,train,204000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,577,2,3,2,3,Attchd,1999,1501,0
145,train,125000,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,2,7,504,2,3,1,3,Detchd,1963,1728,0
146,train,130000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,3,380,2,3,1,3,Detchd,2004,1709,0
147,train,105000,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,180,1,3,1,2,Detchd,1931,875,0
148,train,222500,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,434,2,3,3,3,BuiltIn,2001,2035,1
149,train,141000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,0,0,0,0,0,NoGarage,1894,1080,0
150,train,115000,0,3,3,MetalSd,MetalSd,0,0,0,BrkTil,1,7,240,1,3,1,2,Detchd,1936,1344,0
151,train,122000,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,440,2,3,1,3,Attchd,1975,969,1
152,train,372402,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,866,3,3,2,3,Attchd,2007,1710,0
153,train,190000,0,3,3,HdBoard,HdBoard,2,4,1,CBlock,2,7,495,2,3,2,3,Attchd,1971,1993,1
154,train,235000,0,3,3,BrkFace,Plywood,0,4,1,CBlock,1,7,564,2,3,2,3,Attchd,1960,1252,0
155,train,125000,228,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,312,1,2,1,2,Detchd,1923,1200,0
156,train,79000,128,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,0,0,0,0,0,NoGarage,1894,1096,0
157,train,109500,0,3,3,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,625,2,3,1,3,Detchd,1950,1040,0
158,train,269500,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,680,3,3,3,3,BuiltIn,2009,1968,1
159,train,254900,0,3,4,VinylSd,VinylSd,2,4,1,PConc,2,7,678,2,3,2,3,Attchd,2004,1947,1
160,train,320000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,576,2,3,2,3,Attchd,2006,2462,1
161,train,162500,0,3,3,Plywood,Plywood,0,0,0,PConc,2,7,516,2,3,1,3,Attchd,1984,1232,0
162,train,412500,0,3,4,VinylSd,VinylSd,0,4,2,PConc,2,7,726,3,3,3,3,BuiltIn,2003,2668,1
163,train,220000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,532,2,3,2,3,Attchd,2005,1541,0
164,train,103200,0,3,3,MetalSd,MetalSd,3,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,882,0
165,train,152000,183,4,3,MetalSd,MetalSd,0,0,0,BrkTil,2,7,216,1,3,1,3,Detchd,1926,1616,0
166,train,127500,0,4,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,2,7,0,0,0,0,0,NoGarage,1894,1355,0
167,train,190000,0,3,4,Wd Sdng,Wd Sdng,2,4,3,CBlock,1,7,303,1,3,3,3,Attchd,1955,1867,0
168,train,325624,0,3,4,VinylSd,VinylSd,0,4,1,PConc,1,7,789,3,3,3,3,Attchd,2007,2161,1
169,train,183500,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,440,2,3,3,3,Attchd,2004,1720,1
170,train,228000,0,3,4,Plywood,Plywood,0,3,1,CBlock,2,7,511,2,3,2,3,Attchd,1981,1707,1
171,train,128500,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,7,660,2,3,1,3,Detchd,1991,1382,1
172,train,215000,0,3,3,BrkFace,Plywood,0,4,2,CBlock,1,7,528,2,3,3,3,Attchd,1960,1656,0
173,train,239000,0,4,4,HdBoard,HdBoard,0,3,1,PConc,2,7,504,2,3,2,4,Attchd,1987,1767,0
174,train,163000,0,3,3,WdShing,Wd Shng,0,3,1,CBlock,1,7,504,2,3,1,3,Attchd,1961,1362,1
175,train,184000,0,3,3,VinylSd,Plywood,0,3,1,CBlock,2,5,616,2,3,3,3,Attchd,1986,1651,0
176,train,243000,39,3,3,WdShing,Wd Shng,3,4,1,CBlock,2,7,576,2,3,1,3,Attchd,1950,2158,0
177,train,211000,0,3,4,Plywood,Plywood,0,3,1,PConc,2,7,521,2,3,1,3,Attchd,1988,2060,1
178,train,172500,0,4,4,MetalSd,MetalSd,0,4,1,CBlock,2,7,451,2,3,1,3,Attchd,1958,1920,0
179,train,501837,0,3,5,VinylSd,VinylSd,0,4,1,PConc,2,7,1166,3,3,3,3,Attchd,2009,2234,0
180,train,1.00E+05,184,3,4,Wd Sdng,Wd Sdng,0,0,0,CBlock,1,7,480,2,3,1,2,Detchd,1935,968,0
181,train,177000,0,3,4,MetalSd,MetalSd,0,3,1,PConc,2,7,440,2,3,1,3,Detchd,2000,1525,1
182,train,200100,40,3,3,Stucco,Stucco,0,4,1,BrkTil,1,7,216,1,3,1,2,Detchd,1920,1802,1
183,train,120000,0,3,3,Wd Sdng,Wd Sdng,3,4,1,PConc,1,7,252,1,3,2,3,Attchd,1957,1340,0
184,train,2.00E+05,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,4,484,2,3,1,3,Detchd,2003,2082,1
185,train,127000,0,3,3,AsbShng,Plywood,3,0,0,PConc,1,7,576,2,3,1,3,Attchd,1986,1252,0
186,train,475000,0,4,4,Wd Sdng,Wd Sdng,4,3,2,BrkTil,2,7,840,3,3,1,5,Detchd,1993,3608,1
187,train,173000,0,3,3,HdBoard,HdBoard,4,0,0,PConc,2,7,497,2,3,1,3,Attchd,1990,1217,0
188,train,135000,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,2,5,180,1,2,1,2,Detchd,1916,1656,1
189,train,153337,0,3,3,Plywood,Plywood,0,3,2,CBlock,0,7,528,2,3,1,3,Detchd,1979,1224,2
190,train,286000,0,3,4,CemntBd,CmentBd,0,4,1,PConc,1,7,682,2,3,3,3,Attchd,2001,1593,1
191,train,315000,0,3,4,BrkFace,BrkFace,0,3,2,CBlock,2,3,440,2,3,1,3,Detchd,1932,2727,1
192,train,184000,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,484,2,3,3,3,Attchd,1972,1479,1
193,train,192000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,666,2,3,3,3,Attchd,1999,1431,0
194,train,130000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,3,380,2,3,1,3,Detchd,2004,1709,0
195,train,127000,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,7,352,1,3,1,3,Detchd,1989,864,0
196,train,148500,0,3,3,Plywood,Brk Cmn,0,3,1,CBlock,2,7,440,2,3,1,3,Attchd,1976,1456,1
197,train,311872,0,3,5,CemntBd,CmentBd,0,4,1,PConc,2,7,786,3,3,3,3,Attchd,2007,1726,0
198,train,235000,552,4,4,Stucco,Stucco,4,5,1,PConc,2,7,795,2,3,1,3,Detchd,1918,3112,0
199,train,104000,30,3,3,Wd Sdng,Wd Sdng,3,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,2229,0
200,train,274900,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,7,856,3,3,3,3,Attchd,2004,1713,0
201,train,140000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,7,440,2,3,2,3,Attchd,2003,1121,0
202,train,171500,0,3,3,Plywood,Plywood,3,2,2,CBlock,2,7,473,2,3,1,3,Detchd,1980,1279,0
203,train,112000,126,4,3,MetalSd,MetalSd,0,0,0,BrkTil,2,6,398,1,3,1,3,Attchd,1924,1310,0
204,train,149000,0,3,4,VinylSd,VinylSd,0,4,1,PConc,1,7,420,2,3,2,3,Attchd,2004,848,0
205,train,110000,0,3,3,AsbShng,AsbShng,1,0,0,CBlock,1,7,240,1,3,1,3,Detchd,1948,1284,1
206,train,180500,0,3,3,HdBoard,HdBoard,0,0,0,PConc,2,7,500,2,3,2,3,Attchd,1990,1442,0
207,train,143900,0,4,3,HdBoard,HdBoard,0,3,1,CBlock,1,5,349,1,3,2,3,Attchd,1962,1696,1
208,train,141000,0,3,3,Wd Sdng,Wd Sdng,2,1,1,PConc,1,7,312,1,3,2,3,Attchd,1960,1100,0
209,train,277000,0,3,4,Plywood,Plywood,0,4,1,CBlock,2,7,454,2,3,3,3,Attchd,1988,2062,1
210,train,145000,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,504,2,4,2,3,Attchd,1964,1092,0
211,train,98000,96,3,3,Stucco,Stucco,0,0,0,CBlock,1,7,0,0,0,0,0,NoGarage,1894,864,0
212,train,186000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,2,7,460,2,3,2,3,Attchd,2009,1212,0
213,train,252678,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,7,644,2,3,2,3,Attchd,2009,1852,1
214,train,156000,0,3,3,VinylSd,VinylSd,0,0,0,PConc,1,7,576,2,3,1,3,Attchd,1996,990,0
215,train,161750,0,3,3,HdBoard,HdBoard,3,0,0,CBlock,1,7,299,1,3,3,3,Attchd,1977,1392,1
216,train,134450,0,3,3,HdBoard,HdBoard,3,2,1,CBlock,1,6,447,1,3,1,3,Attchd,1957,1236,0
217,train,210000,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,7,484,2,3,1,3,Attchd,2004,1436,0
